,number_of_atoms,charge,multiplicity,dipole,molar_mass,molar_volume,electronic_spatial_extent,E_scf,zero_point_correction,E_thermal_correction,H_thermal_correction,G_thermal_correction,E_zpe,E,H,G,stoichiometry,converged,homo_energy,lumo_energy,electronegativity,hardness,ES_root_dipole,ES_root_molar_volume,ES_root_electronic_spatial_extent,X_0,X_1,X_2,X_3,Y_0,Y_1,Y_2,Y_3,Z_0,Z_1,Z_2,Z_3,VBur_0,VBur_1,VBur_2,VBur_3,Mulliken_charge_0,Mulliken_charge_1,Mulliken_charge_2,Mulliken_charge_3,APT_charge_0,APT_charge_1,APT_charge_2,APT_charge_3,NPA_charge_0,NPA_charge_1,NPA_charge_2,NPA_charge_3,NPA_core_0,NPA_core_1,NPA_core_2,NPA_core_3,NPA_valence_0,NPA_valence_1,NPA_valence_2,NPA_valence_3,NPA_Rydberg_0,NPA_Rydberg_1,NPA_Rydberg_2,NPA_Rydberg_3,NPA_total_0,NPA_total_1,NPA_total_2,NPA_total_3,NMR_shift_0,NMR_shift_1,NMR_shift_2,NMR_shift_3,NMR_anisotropy_0,NMR_anisotropy_1,NMR_anisotropy_2,NMR_anisotropy_3,ES_root_Mulliken_charge_0,ES_root_Mulliken_charge_1,ES_root_Mulliken_charge_2,ES_root_Mulliken_charge_3,ES_root_NPA_charge_0,ES_root_NPA_charge_1,ES_root_NPA_charge_2,ES_root_NPA_charge_3,ES_root_NPA_core_0,ES_root_NPA_core_1,ES_root_NPA_core_2,ES_root_NPA_core_3,ES_root_NPA_valence_0,ES_root_NPA_valence_1,ES_root_NPA_valence_2,ES_root_NPA_valence_3,ES_root_NPA_Rydberg_0,ES_root_NPA_Rydberg_1,ES_root_NPA_Rydberg_2,ES_root_NPA_Rydberg_3,ES_root_NPA_total_0,ES_root_NPA_total_1,ES_root_NPA_total_2,ES_root_NPA_total_3,ES_transition_0,ES_transition_1,ES_transition_2,ES_transition_3,ES_transition_4,ES_transition_5,ES_transition_6,ES_transition_7,ES_transition_8,ES_transition_9,ES_osc_strength_0,ES_osc_strength_1,ES_osc_strength_2,ES_osc_strength_3,ES_osc_strength_4,ES_osc_strength_5,ES_osc_strength_6,ES_osc_strength_7,ES_osc_strength_8,ES_osc_strength_9,ES_<S**2>_0,ES_<S**2>_1,ES_<S**2>_2,ES_<S**2>_3,ES_<S**2>_4,ES_<S**2>_5,ES_<S**2>_6,ES_<S**2>_7,ES_<S**2>_8,ES_<S**2>_9,at_0,at_1,at_2,at_3
Br[Mg]c1ccccc1,13,0,1,3.3715,181.3145,1204.848,3153.8801,-3003.50245555,0.091035,0.098931,0.099875,0.055706,-3003.424991,-3003.417095,-3003.416151,-3003.46032,C6H5BrMg,1.0,-0.24715,-0.04514,0.146145,0.10100500000000001,13.3713,1204.848,2874.7163,-0.735089,1.338223,2.079585,2.080427,-0.000363,-0.000494,1.200024,-1.200467,-0.000279,-0.000427,-0.000218,-0.000217,0.44745122718691,0.5841724354940214,0.5162838263058528,0.5161264946507237,0.436541,-0.021825,-0.193396,-0.193469,1.086007,-0.315742,-0.044426,-0.044332,1.24866,-0.59588,-0.23857,-0.23853,9.99792,1.99915,1.99908,1.99908,0.73751,4.56698,4.22414,4.22409,0.01590,0.02975,0.01535,0.01536,10.75134,6.59588,6.23857,6.23853,518.0826,51.3491,55.4543,55.4596,278.0812,192.9282,162.5753,162.5926,-0.075719,0.030073,0.020336,0.020272,0.62421,-0.31544,-0.20158,-0.20146,9.99846,1.99931,1.99918,1.99918,1.34833,4.28213,4.18686,4.18673,0.02899,0.03400,0.01554,0.01555,11.37579,6.31544,6.20158,6.20146,266.79,262.45,240.17,230.98,229.52,227.79,225.15,224.92,224.63,221.94,0.0102,0.0,0.0038,0.2519,0.0057,0.0365,0.3154,0.0,0.0705,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mg,C,C,C
Br[Mg]c1ccccc1C,16,0,1,3.6429,195.3413,1386.991,3848.1059,-3042.81876808,0.118476,0.127384,0.128329,0.081607,-3042.715615,-3042.706707,-3042.705763,-3042.752484,C7H7BrMg,1.0,-0.23673,-0.04376,0.140245,0.096485,14.8618,1454.649,3585.7366,1.113818,-0.944857,-1.541808,-1.817171,0.105064,0.342553,1.618647,-0.766457,0.000382,0.000702,0.000364,0.000462,0.4450912523599748,0.5840937696664569,0.5173064820641913,0.5573473882945249,0.435366,-0.014935,-0.200206,-0.251560,1.087935,-0.294822,-0.075341,-0.087730,1.24759,-0.58849,-0.24604,-0.23562,9.99791,1.99915,1.99908,1.99902,0.73854,4.55952,4.23163,4.22240,0.01597,0.02983,0.01533,0.01420,10.75241,6.58849,6.24604,6.23562,517.9814,51.3754,57.8246,54.4052,278.4583,188.8451,160.0718,139.7591,-0.113514,0.016600,0.066674,-0.070147,0.60917,-0.46421,-0.02836,-0.25378,9.99829,1.99931,1.99913,1.99909,1.36337,4.43045,4.01499,4.24014,0.02917,0.03446,0.01424,0.01455,11.39083,6.46421,6.02836,6.25378,277.29,266.66,247.21,232.86,232.54,230.2,228.51,227.44,225.36,224.74,0.0041,0.0059,0.0108,0.227,0.0001,0.0002,0.3244,0.0355,0.0618,0.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mg,C,C,C
Br[Zn]c1ccc(cc1)C,16,0,1,3.9702,236.4163,1540.039,3835.0307,-4621.8514232,0.118442,0.127496,0.12844,0.08105,-4621.744489,-4621.735435,-4621.734491,-4621.781881,C7H7BrZn,1.0,-0.24458,-0.02985,0.137215,0.10736499999999999,5.4071,1207.873,3623.7701,-0.99104,0.905468,1.642835,1.636444,-0.001994,-0.000805,-1.199415,1.198624,-0.000164,-0.000588,-0.00037,-0.000371,0.5587633731906859,0.6526903713027061,0.5446035242290749,0.545075519194462,0.496085,-0.175241,-0.155537,-0.152632,0.885580,-0.266477,-0.014740,-0.002386,1.01983,-0.56336,-0.21946,-0.21915,17.99729,1.99895,1.99906,1.99905,10.97021,4.52514,4.20420,4.20390,0.01267,0.03927,0.01621,0.01620,28.98017,6.56336,6.21946,6.21915,1851.2149,59.6211,58.5593,58.3002,961.2211,171.2538,160.1722,159.8336,0.349112,-0.146881,0.004006,0.000844,0.82880,-0.55457,-0.16347,-0.17771,17.99735,1.99902,1.99909,1.99909,11.15973,4.51381,4.14561,4.15966,0.01413,0.04174,0.01876,0.01896,29.17120,6.55457,6.16347,6.17771,240.61,232.35,228.84,223.68,220.92,212.94,206.72,203.89,200.62,199.98,0.0029,0.0043,0.317,0.0,0.0,0.0005,0.0078,0.0,0.0481,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zn,C,C,C
C1CCCCNC1,20,0,1,0.935,99.1754,965.347,779.0464,-291.205084204,0.18864,0.19552,0.196464,0.158124,-291.01984,-291.012959,-291.012015,-291.050356,C6H13N,1.0,-0.20736,0.07702,0.06516999999999999,0.14218999999999998,0.9664,1176.517,797.707,1.456984,0.883067,1.743633,-0.264894,-1.96072,-1.140413,-0.058672,-1.497463,-0.651447,-0.479682,-0.000196,0.360704,0.3697293895531781,0.5549087476400252,0.5271397105097546,0.5446821900566394,0.294621,-0.550872,-0.115312,-0.141207,0.086453,-0.499932,0.406325,0.368122,0.38379,-0.71091,-0.25356,-0.26444,0.00000,1.99954,1.99935,1.99934,0.61435,5.69573,4.23900,4.24932,0.00186,0.01563,0.01521,0.01578,0.61621,7.71091,6.25356,6.26444,31.7215,214.9968,142.8701,143.3461,15.1776,58.5575,34.3717,34.9211,,-0.177949,0.135583,0.075784,0.12923,-0.20424,-0.31488,-0.33022,0.00000,1.99934,1.99930,1.99928,0.76035,5.19002,4.29880,4.31090,0.11042,0.01488,0.01678,0.02003,0.87077,7.20424,6.31488,6.33022,188.68,160.92,156.86,151.13,143.18,139.3,137.53,133.13,131.42,130.59,0.007,0.0201,0.0342,0.0033,0.0358,0.002,0.0249,0.0277,0.0008,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,N,C,C
C1CCCN1,14,0,1,1.1763,71.1218,718.179,385.0636,-212.578700962,0.130305,0.135219,0.136163,0.102248,-212.451424,-212.44651,-212.445565,-212.479481,C4H9N,1.0,-0.21466,0.0824,0.06613,0.14853,0.3662,949.457,398.8198,-0.000326,-0.000167,-1.161571,1.161409,-2.148438,-1.169873,-0.448291,-0.448643,-0.075209,-0.356043,0.172001,0.172088,0.34557898049087477,0.49590937696664567,0.4935494021397105,0.4935494021397105,0.292248,-0.552794,-0.127199,-0.127206,0.113819,-0.502004,0.364863,0.364866,0.38232,-0.69735,-0.26445,-0.26445,0.00000,1.99956,1.99938,1.99938,0.61601,5.68251,4.25026,4.25026,0.00167,0.01528,0.01482,0.01482,0.61768,7.69735,6.26445,6.26445,31.8091,204.8242,141.8713,141.8703,15.3891,87.6167,46.8214,46.8191,,-0.156506,0.109268,0.109275,0.14961,-0.20548,-0.34223,-0.34223,0.00000,1.99931,1.99933,1.99933,0.74004,5.19031,4.32338,4.32338,0.11035,0.01585,0.01951,0.01951,0.85039,7.20548,6.34223,6.34223,178.62,160.85,145.46,140.79,134.79,132.44,132.15,127.29,127.0,121.59,0.019,0.0048,0.027,0.0186,0.0562,0.0174,0.0498,0.0,0.0226,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,N,C,C
C1CCCNC1,17,0,1,0.9066,85.1486,911.754,565.2138,-251.903023178,0.159993,0.16551,0.166455,0.131389,-251.744405,-251.738888,-251.737944,-251.77301,C5H11N,1.0,-0.21456,0.08392,0.06532,0.14923999999999998,1.1556,1123.175,576.6006,2.371856,1.380123,0.751063,0.755529,0.004466,0.002535,1.21636,-1.213464,-0.090601,-0.319568,0.206954,0.207194,0.3595028319697923,0.525330396475771,0.5211611076148521,0.5212397734424166,0.293154,-0.544907,-0.127847,-0.127835,0.093655,-0.503490,0.377568,0.377562,0.38109,-0.70012,-0.26097,-0.26096,0.00000,1.99955,1.99934,1.99934,0.61699,5.68484,4.24609,4.24608,0.00192,0.01573,0.01553,0.01554,0.61891,7.70012,6.26097,6.26096,31.7423,208.2292,141.989,141.9884,14.5779,45.3854,27.8045,27.7777,,-0.193225,0.101689,0.101713,0.09782,-0.19705,-0.32762,-0.32761,0.00000,1.99931,1.99929,1.99929,0.78281,5.18058,4.30984,4.30982,0.11937,0.01716,0.01849,0.01849,0.90218,7.19705,6.32762,6.32761,178.35,154.78,147.72,144.6,136.66,132.5,130.97,129.3,128.58,126.38,0.0147,0.0101,0.0663,0.0229,0.0235,0.0235,0.0468,0.0018,0.0005,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,N,C,C
C1CC[C@@H]2[C@@H](C1)CNCC2,27,0,1,0.8857,139.24,1322.163,1591.8338,-407.955475604,0.253968,0.262672,0.263616,0.22095,-407.703632,-407.694928,-407.693984,-407.73665,C9H17N,1.0,-0.2139,0.08718,0.06336,0.15054,2.3069,1452.747,1614.9438,-3.313791,-2.462301,-1.299706,-2.534147,-1.198592,-0.685396,-1.430983,0.658234,-0.120132,-0.338119,0.147877,0.238879,0.3578508495909377,0.526117054751416,0.5644273127753304,0.5232064191315292,0.293170,-0.551225,-0.133582,-0.132611,0.089280,-0.496394,0.371346,0.371758,0.38171,-0.69627,-0.25136,-0.25605,0.00000,1.99955,1.99929,1.99934,0.61633,5.68105,4.23553,4.24097,0.00195,0.01567,0.01654,0.01573,0.61829,7.69627,6.25136,6.25605,31.7429,208.4553,136.293,141.8608,15.4145,49.813,33.1624,29.1319,,-0.229972,0.086695,0.089921,0.06535,-0.20268,-0.32400,-0.32515,0.00000,1.99931,1.99923,1.99929,0.80975,5.18430,4.30303,4.30620,0.12490,0.01907,0.02174,0.01966,0.93465,7.20268,6.32400,6.32515,176.96,160.97,158.71,151.99,147.77,137.75,136.27,135.89,135.05,132.74,0.0141,0.0151,0.0175,0.0143,0.0047,0.0051,0.0506,0.0091,0.0045,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,N,C,C
C1CNCCO1,15,0,1,1.1496,87.1212,623.462,521.9742,-287.79144561,0.135905,0.141201,0.142146,0.107448,-287.656784,-287.651488,-287.650543,-287.685241,C4H9NO,1.0,-0.20986,0.08149,0.06418499999999999,0.145675,1.8039,1034.946,526.5727,0.0001,9.7e-05,-1.207234,1.20734,1.547205,1.454561,0.722914,0.722757,1.204023,0.187136,-0.219574,-0.219553,0.4089049716803021,0.507630585273757,0.5117212083071114,0.5117212083071114,0.287134,-0.528599,-0.160025,-0.160026,0.099823,-0.484035,0.301559,0.301558,0.36938,-0.68835,-0.29918,-0.29918,0.00000,1.99960,1.99935,1.99935,0.62776,5.67215,4.28328,4.28328,0.00286,0.01660,0.01655,0.01655,0.63062,7.68835,6.29918,6.29918,32.1349,218.5113,144.0315,144.0316,11.693,63.7675,19.3004,19.3021,,-0.269426,0.097218,0.097206,0.06629,-0.32829,-0.34562,-0.34562,0.00000,1.99938,1.99934,1.99934,0.81173,5.30570,4.32675,4.32675,0.12198,0.02321,0.01953,0.01953,0.93371,7.32829,6.34562,6.34562,183.24,158.35,154.47,150.18,150.06,143.67,140.62,135.75,134.4,133.36,0.0122,0.035,0.0087,0.0643,0.0065,0.0523,0.0041,0.007,0.0014,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,N,C,C
CC(=O)C(C)(C)C,19,0,1,2.7381,100.1602,1287.565,809.6216,-311.093678581,0.169737,0.178752,0.179696,0.136779,-310.925587,-310.916572,-310.915628,-310.958545,C6H12O,1.0,-0.23751,-0.00982,0.123665,0.113845,1.8974,1155.507,810.8227,2.919199,1.950228,0.908948,-0.587265,-0.368331,-0.793285,0.319177,-0.065145,0.261406,-0.008459,-0.019884,-0.007702,0.32142857142857145,0.44493392070484583,0.6363278791692889,0.7479546884833228,0.178949,-0.538439,0.461144,0.009163,0.008519,-0.106936,0.713463,-0.017285,0.25809,-0.76926,0.60247,-0.14250,0.00000,1.99935,1.99928,1.99907,0.74019,4.76259,3.35836,4.13158,0.00172,0.00731,0.03988,0.01185,0.74191,6.76926,5.39753,6.14250,30.6089,165.3638,-13.1429,144.256,7.1404,36.2804,173.8571,28.1114,,-0.002281,0.285844,0.046232,0.25078,-0.69730,0.25044,-0.07858,0.00000,1.99932,1.99929,1.99906,0.74764,4.69068,3.71054,4.06647,0.00158,0.00730,0.03973,0.01304,0.74922,6.69730,5.74956,6.07858,287.11,165.22,163.78,158.4,156.4,141.94,141.18,138.15,137.88,136.55,0.0002,0.0053,0.0028,0.0367,0.0065,0.0301,0.0012,0.0209,0.0174,0.0387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,C,C
CC(=O)c1ccc(cc1)F,17,0,1,2.3875,138.1411,1230.301,1638.9452,-484.128062013,0.130252,0.138858,0.139802,0.096358,-483.999604,-483.990998,-483.990054,-484.033498,C8H7FO,1.0,-0.25123,-0.05601,0.15362,0.09761,2.9866,1245.68,1639.5004,4.031463,2.977183,2.137133,0.644344,0.804731,1.086128,-0.181177,-0.060337,7.5e-05,6.2e-05,-1.6e-05,2.1e-05,0.3173379483952171,0.4170862177470107,0.5643486469477659,0.6505663939584645,0.183777,-0.544321,0.409469,0.075409,0.014569,-0.110415,0.976251,-0.347784,0.26123,-0.76804,0.56847,-0.17244,0.00000,1.99937,1.99930,1.99894,0.73715,4.76170,3.39682,4.15864,0.00163,0.00697,0.03541,0.01486,0.73877,6.76804,5.43153,6.17244,30.2592,164.0048,4.7857,64.6844,6.3471,38.8071,150.6811,157.4729,,0.064187,0.311317,0.109978,0.25890,-0.70857,0.36847,-0.16804,0.00000,1.99933,1.99929,1.99889,0.73998,4.70246,3.59973,4.15448,0.00112,0.00678,0.03251,0.01467,0.74110,6.70857,5.63153,6.16804,326.99,249.19,238.34,229.1,200.59,185.96,182.53,179.23,167.92,162.1,0.0,0.0065,0.2493,0.0,0.1418,0.0009,0.323,0.0,0.0865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,C,C
CC(=O)c1ccccc1,17,0,1,3.0178,120.1506,955.39,1230.8077,-384.894517225,0.138496,0.146276,0.14722,0.10587,-384.757499,-384.749719,-384.748775,-384.790126,C8H8O,1.0,-0.24707,-0.05415,0.15061,0.09646,2.1347,985.72,1234.832,3.610958,2.562098,1.697714,0.205222,0.746226,1.047393,-0.203537,-0.053885,3e-06,2.8e-05,-2e-06,1.7e-05,0.31780994336060414,0.41787287602265577,0.5652926368785399,0.6497797356828194,0.181750,-0.543283,0.407775,0.076473,0.012732,-0.110975,0.955506,-0.272399,0.25994,-0.76795,0.56963,-0.15639,0.00000,1.99937,1.99930,1.99894,0.73841,4.76163,3.39574,4.14235,0.00165,0.00695,0.03533,0.01510,0.74006,6.76795,5.43037,6.15639,30.2726,163.8306,3.3199,61.0297,6.2428,38.7581,151.9466,161.8603,,0.065423,0.310652,0.108808,0.25801,-0.70855,0.37514,-0.15722,0.00000,1.99932,1.99929,1.99889,0.74085,4.70246,3.59304,4.14338,0.00114,0.00676,0.03253,0.01495,0.74199,6.70855,5.62486,6.15722,331.31,256.71,233.19,220.66,194.3,188.8,182.86,182.54,173.38,167.24,0.0,0.0176,0.2307,0.0,0.1017,0.0011,0.339,0.0001,0.0003,0.0744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,C,C
CC(=O)c1cccnc1,16,0,1,0.8841,121.1384,928.955,1199.1106,-400.929564397,0.126662,0.134362,0.135306,0.094025,-400.804816,-400.797116,-400.796172,-400.837453,C7H7NO,1.0,-0.25314,-0.06635,0.159745,0.09339499999999998,1.7869,839.056,1202.2043,3.592738,2.542362,1.684058,0.191201,-0.747641,-1.043397,0.209035,0.065075,0.000101,0.000109,-1.9e-05,4.8e-05,0.3168659534298301,0.4170862177470107,0.5619886721208307,0.64490245437382,0.185035,-0.543622,0.408931,0.060456,0.016336,-0.114529,0.940734,-0.323078,0.26182,-0.76913,0.56922,-0.19388,0.00000,1.99937,1.99931,1.99892,0.73656,4.76284,3.39618,4.18064,0.00161,0.00692,0.03529,0.01432,0.73818,6.76913,5.43078,6.19388,30.1803,163.6813,3.4332,65.1969,6.1019,39.5184,155.1476,158.157,,0.061454,0.324424,0.078015,0.25991,-0.71787,0.39322,-0.20689,0.00000,1.99933,1.99929,1.99890,0.73895,4.71170,3.57445,4.19333,0.00114,0.00683,0.03304,0.01466,0.74009,6.71787,5.60678,6.20689,338.98,283.83,253.69,241.92,227.54,222.64,193.75,193.09,177.33,176.3,0.0,0.0004,0.0026,0.0642,0.001,0.1787,0.0017,0.1563,0.0001,0.2245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,C,C
CC(=O)c1ccco1,14,0,1,4.0645,110.1122,1008.108,937.7177,-382.668969351,0.107703,0.114958,0.115902,0.075443,-382.562577,-382.555322,-382.554377,-382.594836,C6H6O2,1.0,-0.24277,-0.05144,0.147105,0.095665,2.3543,911.44,936.708,-3.332217,-2.289324,-1.40003,0.050986,0.703042,1.02482,-0.209467,0.032903,-0.001212,6.6e-05,-6.3e-05,-2.2e-05,0.31497797356828194,0.40969162995594716,0.5416142227816236,0.6118628067967276,0.184516,-0.542377,0.394609,0.282738,0.016963,-0.099170,1.021669,-0.178152,0.25994,-0.76305,0.51366,0.18814,0.00000,1.99938,1.99927,1.99885,0.73851,4.75715,3.45233,3.78992,0.00155,0.00652,0.03475,0.02309,0.74006,6.76305,5.48634,5.81186,30.4311,164.2211,16.5908,44.488,6.308,43.4813,136.9231,92.1256,,0.066449,0.303732,0.295787,0.25679,-0.70384,0.31392,0.17982,0.00000,1.99934,1.99925,1.99881,0.74218,4.69825,3.65481,3.79759,0.00103,0.00625,0.03202,0.02378,0.74321,6.70384,5.68608,5.82018,327.98,244.15,208.06,185.01,173.46,163.91,155.95,153.89,152.98,152.63,0.0001,0.3085,0.0349,0.0007,0.0639,0.0002,0.1066,0.001,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,C,C
CC(=O)c1cccs1,14,0,1,3.7771,126.1728,1064.458,1110.02,-705.65132975,0.104523,0.112168,0.113112,0.071706,-705.548774,-705.541129,-705.540185,-705.581591,C6H6OS,1.0,-0.24681,-0.06205,0.15443,0.09238,2.7571,1064.458,1114.5676,-3.586602,-2.569716,-1.591837,-0.153476,0.602415,0.998713,-0.165634,0.151458,-9.2e-05,-4e-06,-2e-06,-4e-06,0.31529263687854,0.41095028319697924,0.5574260541220893,0.6483637507866583,0.184565,-0.538347,0.451835,-0.213565,0.013101,-0.095843,0.980928,-0.274057,0.26046,-0.75944,0.54168,-0.33262,0.00000,1.99937,1.99920,1.99889,0.73802,4.75327,3.42243,4.31501,0.00152,0.00680,0.03669,0.01872,0.73954,6.75944,5.45832,6.33262,30.2935,164.3211,11.875,44.3974,6.5618,42.8041,147.5341,95.9527,,0.079077,0.379533,-0.213667,0.25829,-0.70350,0.37268,-0.34250,0.00000,1.99933,1.99919,1.99885,0.74067,4.69765,3.59612,4.32585,0.00104,0.00653,0.03202,0.01780,0.74171,6.70350,5.62732,6.34250,332.81,262.82,245.77,196.1,195.46,187.27,184.74,183.75,182.09,173.64,0.0001,0.1462,0.1325,0.0004,0.0,0.0001,0.0077,0.0032,0.0662,0.1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,C,C
CC(=O)c1cn(c2c1cccc2)C,24,0,1,3.9844,173.214,1331.082,2425.2232,-555.77765992,0.196052,0.207478,0.208422,0.158602,-555.585231,-555.573805,-555.57286,-555.622681,C11H11NO,1.0,-0.20908,-0.0317,0.12039,0.08868999999999999,0.8641,1294.107,2435.5413,-4.008815,-2.919203,-2.517821,-1.086563,-1.614044,-1.545373,-0.079512,0.262772,5.2e-05,0.000334,-2.4e-05,-0.000143,0.3167872876022656,0.43219005663939586,0.5589993706733795,0.6502517306482064,0.173864,-0.543491,0.408757,-0.032299,0.004867,-0.092246,1.076797,-0.531101,0.25511,-0.75897,0.55623,-0.23048,0.00000,1.99938,1.99926,1.99892,0.74314,4.75279,3.40936,4.21552,0.00175,0.00681,0.03515,0.01604,0.74489,6.75897,5.44377,6.23048,30.2416,159.6959,9.3062,76.5647,6.8003,42.6022,148.4201,100.6742,,0.045307,0.319823,-0.001749,0.25281,-0.70181,0.34626,-0.20810,0.00000,1.99933,1.99924,1.99885,0.74606,4.69581,3.62296,4.19369,0.00113,0.00667,0.03154,0.01557,0.74719,6.70181,5.65374,6.20810,311.69,277.2,263.28,238.57,231.62,230.87,209.09,200.32,198.44,192.36,0.0001,0.155,0.0055,0.1698,0.0455,0.0,0.3386,0.0,0.0974,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,C,C
CC(CC(=O)c1ccccc1)C,26,0,1,2.6858,162.231,1611.914,2739.0702,-502.833842873,0.224005,0.235762,0.236706,0.185536,-502.613674,-502.601917,-502.600973,-502.652142,C11H14O,1.0,-0.24637,-0.05395,0.15016000000000002,0.09621,2.4711,1472.613,2844.3638,1.249586,1.421872,0.348122,-1.092829,1.23157,0.540719,-0.541877,-0.142946,-0.9949,-0.154992,-0.238256,-0.088391,0.48387350534927626,0.6220106985525488,0.6268879798615481,0.6521397105097546,0.160507,-0.366949,0.406249,0.079487,-0.025149,-0.082055,0.954694,-0.287633,0.25494,-0.54616,0.58202,-0.15215,0.00000,1.99922,1.99928,1.99895,0.74381,4.53583,3.38285,4.13810,0.00125,0.01111,0.03585,0.01510,0.74506,6.54616,5.41798,6.15215,29.45,143.913,1.0331,60.5499,6.7318,41.1949,155.057,159.8936,,0.034747,0.305726,0.107591,0.26395,-0.48283,0.38133,-0.15060,0.00000,1.99919,1.99926,1.99889,0.73410,4.47266,3.58595,4.13666,0.00195,0.01098,0.03346,0.01505,0.73605,6.48283,5.61867,6.15060,330.32,257.21,234.82,220.88,194.86,191.81,190.2,186.32,185.19,183.06,0.0,0.0178,0.2653,0.0004,0.088,0.0025,0.0007,0.0378,0.0018,0.3407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,C,C,C
CC(N=C=O)C,13,0,1,2.4972,85.1054,807.437,594.7073,-286.611846811,0.108205,0.115089,0.116033,0.076824,-286.514596,-286.507712,-286.506768,-286.545977,C4H7NO,1.0,-0.27283,0.02481,0.12401000000000001,0.14882,3.2101,677.671,668.0239,-2.58109,-1.49665,-0.458005,0.972853,1e-05,-9.4e-05,-0.000168,4e-06,-0.37148,0.09884,0.714597,0.438446,0.27061044682190055,0.40434235368156074,0.5049559471365639,0.5742605412208936,-0.418407,0.604085,-0.423300,0.024697,-0.732299,1.109545,-0.891319,0.623498,-0.52290,0.84171,-0.56371,-0.06567,1.99980,1.99926,1.99914,1.99917,6.49923,3.13010,5.54753,4.05089,0.02387,0.02893,0.01704,0.01562,8.52290,5.15829,7.56371,6.06567,197.5368,76.7603,210.1598,141.9363,252.5936,288.0975,182.2504,38.8147,-0.336145,0.370339,-0.280123,0.194614,-0.37941,0.46086,-0.30378,-0.09452,1.99982,1.99938,1.99929,1.99918,6.36265,3.48336,5.27035,4.07774,0.01694,0.05640,0.03414,0.01760,8.37941,5.53914,7.30378,6.09452,194.63,171.46,155.53,142.29,137.02,131.13,130.47,129.8,125.49,123.56,0.0001,0.0103,0.0003,0.0073,0.002,0.1324,0.004,0.0,0.0466,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,C,N,C
CC(OP(=O)OC(C)C)C,25,0,1,2.4024,166.1565,1356.093,2155.3872,-804.751774681,0.214486,0.227665,0.22861,0.17216,-804.550289,-804.53711,-804.536166,-804.592616,C6H15O3P,1.0,-0.27981,0.06226,0.108775,0.171035,1.2866,1237.138,2208.0801,0.231751,0.002696,-1.423466,0.118436,-1.809121,-1.060169,-0.448846,-1.801379,-1.45069,-0.287495,-0.696476,0.993013,0.3700440528634361,0.5707992448080553,0.5894430459408433,0.41236626809314036,-0.045915,1.031996,-0.519255,-0.570086,-0.238223,2.105702,-1.083195,-0.808709,-0.09759,2.17524,-0.85924,-1.07001,0.00000,9.99875,1.99982,1.99990,1.09517,2.69267,6.84757,7.04835,0.00242,0.13334,0.01185,0.02176,1.09759,12.82476,8.85924,9.07001,25.2382,365.9222,199.2937,186.9908,10.1982,224.5331,94.1303,57.2385,,0.702804,-0.432070,-0.237813,-0.05784,1.84815,-0.72170,-0.68976,0.00000,9.99883,1.99982,1.99991,1.05511,2.93958,6.71019,6.66388,0.00273,0.21345,0.01168,0.02597,1.05784,13.15185,8.72170,8.68976,151.1,149.67,147.27,143.28,141.01,138.3,136.6,135.54,133.57,132.32,0.0358,0.0108,0.0131,0.0214,0.0227,0.0299,0.0193,0.0561,0.0524,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H,P,O,O
