react,fragC,fragO,product
Cc1ccc(C)c(OC(=O)C(C)(C)C)c1,*OC(=O)C(C)(C)C,*c1cc(C)ccc1C,CC[Si](CC)(CC)c1cc(C)ccc1C
CC(C)(C)C(=O)Oc1ccccc1-c1ccccc1,*c1ccccc1-c1ccccc1,*OC(=O)C(C)(C)C,CC[Si](CC)(CC)c1ccccc1c2ccccc2
CC(C)(C)C(=O)Oc1ccc2c(c1)OCO2,*OC(=O)C(C)(C)C,*c1ccc2c(c1)OCO2,CC[Si](CC)(CC)c2ccc1OCOc1c2
CC(C)(C)C(=O)Oc1ccc2c(c1)oc1ccccc12,*c1ccc2c(c1)oc1ccccc12,*OC(=O)C(C)(C)C,CC[Si](CC)(CC)c1ccc3c(c1)oc2ccccc23
COc1ccccc1C(=O)Oc1ccc2ccccc2c1,*OC,*c1ccccc1C(=O)Oc1ccc2ccccc2c1,O=C(O)c2ccc1ccccc1c2
CC(C)(C)C(=O)Oc1ccc2cc(-c3ccccc3)ccc2c1,*c1ccc2cc(-c3ccccc3)ccc2c1,*OC(=O)C(C)(C)C,O=C(O)c3ccc2cc(c1ccccc1)ccc2c3
CC(C)(C)C(=O)Oc1ccc(Cc2ccccc2)c2ccccc12,*c1ccc(Cc2ccccc2)c2ccccc12,*OC(=O)C(C)(C)C,O=C(O)c2ccc(Cc1ccccc1)c3ccccc23
CN(C(=O)C(C)(C)C)c1ccc(OC(=O)C(C)(C)C)c2ccccc12,*OC(=O)C(C)(C)C,*c1ccc(N(C)C(=O)C(C)(C)C)c2ccccc12,CN(C(=O)C(C)(C)C)c1ccc(C(=O)O)c2ccccc12
CC(C)(C)C(=O)Oc1ccc([N+](=O)[O-])c2ccccc12,*c1ccc([N+](=O)[O-])c2ccccc12,*OC(=O)C(C)(C)C,O=C(O)c1ccc([N+](=O)[O-])c2ccccc12
CN(C)c1cccc2ccc(OC(=O)C(C)(C)C)cc12,*OC(=O)C(C)(C)C,*c1ccc2cccc(N(C)C)c2c1,CN(C)c1cccc2ccc(C(=O)O)cc12
CN(C)c1ccc2ccc(OC(=O)C(C)(C)C)cc2c1,*c1ccc2ccc(N(C)C)cc2c1,*OC(=O)C(C)(C)C,CN(C)c2ccc1ccc(C(=O)O)cc1c2
CC(C)(C)C(=O)Oc1ccc2ccc(-n3cccn3)cc2c1,*c1ccc2ccc(-n3cccn3)cc2c1,*OC(=O)C(C)(C)C,O=C(O)c3ccc2ccc(n1cccn1)cc2c3
CC(C)(C)C(=O)Oc1ccc2ccc(-n3ccnc3)cc2c1,*c1ccc2ccc(-n3ccnc3)cc2c1,*OC(=O)C(C)(C)C,O=C(O)c3ccc2ccc(n1ccnc1)cc2c3
Cn1c2ccccc2c2ccc(OC(=O)C(C)(C)C)cc21,*OC(=O)C(C)(C)C,*c1ccc2c3ccccc3n(C)c2c1,Cn3c1ccccc1c2ccc(C(=O)O)cc23
COc1cc2cc(OC(=O)C(C)(C)C)ccc2cc1-c1ccccc1,*OC(=O)C(C)(C)C,*c1ccc2cc(-c3ccccc3)c(OC)cc2c1,COc2cc1cc(C(=O)O)ccc1cc2c3ccccc3
CC(C)(C)C(=O)Oc1cccc2cc(O[Si](C)(C)C(C)(C)C)ccc12,*OC(=O)C(C)(C)C,*c1cccc2cc(O[Si](C)(C)C(C)(C)C)ccc12,CC(C)(C)[Si](C)(C)Oc2ccc1c(C(=O)O)cccc1c2
CC(C)(C)C(=O)Oc1ccc2c(O[Si](C)(C)C(C)(C)C)cccc2c1,*OC(=O)C(C)(C)C,*c1ccc2c(O[Si](C)(C)C(C)(C)C)cccc2c1,CC(C)(C)[Si](C)(C)Oc1cccc2cc(C(=O)O)ccc12
CC(C)(C)C(=O)Oc1ccc2cc(O[Si](C)(C)C(C)(C)C)ccc2c1,*OC(=O)C(C)(C)C,*c1ccc2cc(O[Si](C)(C)C(C)(C)C)ccc2c1,CC(C)(C)[Si](C)(C)Oc2ccc1cc(C(=O)O)ccc1c2
CC(C)(C)C(=O)Oc1cccc2c(O[Si](C)(C)C(C)(C)C)cccc12,*OC(=O)C(C)(C)C,*c1cccc2c(O[Si](C)(C)C(C)(C)C)cccc12,CC(C)(C)[Si](C)(C)Oc1cccc2c(C(=O)O)cccc12
CC(C)(C)OCOc1ccccc1,*c1ccccc1,*OCOC(C)(C)C,c2ccc(N1CCOCC1)cc2
COCOc1ccccc1,*c1ccccc1,*OCOC,c2ccc(N1CCOCC1)cc2
c1ccc(OCOc2ccccc2)cc1,*OCO*,*c1ccccc1,c2ccc(N1CCOCC1)cc2
CCN(CC)C(=O)Oc1ccccc1,*c1ccccc1,*OC(=O)N(CC)CC,c2ccc(N1CCOCC1)cc2
CC(C)(C)C(=O)Oc1ccc(/C=C/c2ccccc2)cc1,*c1ccc(/C=C/c2ccccc2)cc1,*OC(=O)C(C)(C)C,C(=C\c2ccc(N1CCOCC1)cc2)/c3ccccc3
CCN(CC)c1cccc(OC(=O)C(C)(C)C)c1,*c1cccc(N(CC)CC)c1,*OC(=O)C(C)(C)C,CCN(CC)c2cccc(N1CCOCC1)c2
CC(C)(C)C(=O)Oc1cc2ccccc2c2ccccc12,*c1cc2ccccc2c2ccccc12,*OC(=O)C(C)(C)C,c1ccc4c(c1)cc(N2CCOCC2)c3ccccc34
CC(C)(C)OC(=O)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(=O)OC(C)(C)C,c4ccc3cc(c2nc1ccccc1o2)ccc3c4
CC(C)(C)C(=O)Oc1cccnc1,*c1cccnc1,*OC(=O)C(C)(C)C,c3cncc(c2nc1ccccc1o2)c3
CC(C)(C)C(=O)Oc1ccc2cc(C#N)ccc2c1,*c1ccc2cc(C#N)ccc2c1,*OC(=O)C(C)(C)C,N#Cc4ccc3cc(c2nc1ccccc1o2)ccc3c4
Cc1ccc(OC(=O)C(C)(C)C)cc1,*OC(=O)C(C)(C)C,*c1ccc(C)cc1,COc2ccc(c1ccc(C)cc1)cc2
Cc1ccccc1OC(=O)C(C)(C)C,*OC(=O)C(C)(C)C,*c1ccccc1C,COc2ccc(c1ccccc1C)cc2
CC(C)(C)OC(=O)Oc1cccc2ccccc12,*c1cccc2ccccc12,*OC(=O)OC(C)(C)C,c3ccc2c(c1ccoc1)cccc2c3
CCN(CC)C(=O)Oc1cccc2ccccc12,*c1cccc2ccccc12,*OC(=O)N(CC)CC,c3ccc2c(c1ccoc1)cccc2c3
O=C(Oc1cccc2ccccc12)c1ccccc1,*c1cccc2ccccc12,*OC(=O)c1ccccc1,c3ccc2c(c1ccoc1)cccc2c3
CC(C)(C)C(=O)Oc1c2ccccc2cc2ccccc12,*c1c2ccccc2cc2ccccc12,*OC(=O)C(C)(C)C,c4ccc(c2c1ccccc1cc3ccccc23)cc4
CCN(CC)C(=O)Oc1c2ccccc2cc2ccccc12,*c1c2ccccc2cc2ccccc12,*OC(=O)N(CC)CC,c4ccc(c2c1ccccc1cc3ccccc23)cc4
CC(C)C(=O)Oc1c2ccccc2cc2ccccc12,*c1c2ccccc2cc2ccccc12,*OC(=O)C(C)C,c4ccc(c2c1ccccc1cc3ccccc23)cc4
CCC(=O)Oc1c2ccccc2cc2ccccc12,*c1c2ccccc2cc2ccccc12,*OC(=O)CC,c4ccc(c2c1ccccc1cc3ccccc23)cc4
CC(=O)Oc1c2ccccc2cc2ccccc12,*c1c2ccccc2cc2ccccc12,*OC(C)=O,c4ccc(c2c1ccccc1cc3ccccc23)cc4
O=C(Oc1c2ccccc2cc2ccccc12)c1ccccc1,*c1c2ccccc2cc2ccccc12,*OC(=O)c1ccccc1,c4ccc(c2c1ccccc1cc3ccccc23)cc4
Cc1cc(C)c(C(=O)Oc2c3ccccc3cc3ccccc23)c(C)c1,*c1c2ccccc2cc2ccccc12,*OC(=O)c1c(C)cc(C)cc1C,c4ccc(c2c1ccccc1cc3ccccc23)cc4
O=C(Cc1ccccc1)Oc1c2ccccc2cc2ccccc12,*OC(=O)Cc1ccccc1,*c1c2ccccc2cc2ccccc12,c4ccc(c2c1ccccc1cc3ccccc23)cc4
CCN(CC)C(=O)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(=O)N(CC)CC,COc3ccc(c2ccc1ccccc1c2)cc3
CCN(CC)C(=O)Oc1ccc2cc(C(=O)OC)ccc2c1,*c1ccc2cc(C(=O)OC)ccc2c1,*OC(=O)N(CC)CC,COC(=O)c3ccc2cc(c1ccccc1)ccc2c3
CCN(CC)C(=O)Oc1ccc(OC)c2ccccc12,*OC(=O)N(CC)CC,*c1ccc(OC)c2ccccc12,COc2ccc(c1ccccc1)c3ccccc23
CCN(CC)C(=O)Oc1ccc(OC)cc1,*OC(=O)N(CC)CC,*c1ccc(OC)cc1,COc2ccc(c1ccccc1)cc2
COc1ccc(OC(=O)OC(C)(C)C)c2ccccc12,*OC(=O)OC(C)(C)C,*c1ccc(OC)c2ccccc12,COc2ccc(c1ccccc1)c3ccccc23
CCN(CC)C(=O)Oc1ccc2c(c1)OCO2,*OC(=O)N(CC)CC,*c1ccc2c(c1)OCO2,c3ccc(c2ccc1OCOc1c2)cc3
CCN(CC)C(=O)Oc1cccc(F)c1,*c1cccc(F)c1,*OC(=O)N(CC)CC,COc2ccc(c1cccc(F)c1)cc2
CCN(CC)C(=O)Oc1ccc(C#N)cc1,*c1ccc(C#N)cc1,*OC(=O)N(CC)CC,N#Cc2ccc(c1ccccc1)cc2
CCN(CC)C(=O)Oc1ccc(C)cc1C,*c1ccc(C)cc1C,*OC(=O)N(CC)CC,Cc2ccc(c1ccccc1)c(C)c2
CCN(CC)C(=O)Oc1ccccc1Cc1ccccc1,*c1ccccc1Cc1ccccc1,*OC(=O)N(CC)CC,c3ccc(Cc1ccccc1c2ccccc2)cc3
CCN(CC)C(=O)Oc1ccccc1/C=C/c1ccccc1,*c1ccccc1/C=C/c1ccccc1,*OC(=O)N(CC)CC,C(=C\c1ccccc1c2ccccc2)/c3ccccc3
CCN(CC)C(=O)Oc1ccccc1OC,*OC(=O)N(CC)CC,*c1ccccc1OC,COc1ccccc1c2ccccc2
CCN(CC)C(=O)Oc1ccccc1-c1ccccc1,*c1ccccc1-c1ccccc1,*OC(=O)N(CC)CC,c3ccc(c1ccccc1c2ccccc2)cc3
CCN(CC)C(=O)Oc1cccc2[nH]c3ccccc3c12,*c1cccc2[nH]c3ccccc3c12,*OC(=O)N(CC)CC,c4ccc(c2cccc3[nH]c1ccccc1c23)cc4
CN(C)C(=O)Oc1ccc(N(C)C)cc1,*c1ccc(N(C)C)cc1,*OC(=O)N(C)C,CN(C)c2ccc(c1ccccc1)cc2
CN(C)C(=O)Oc1ccc(-c2ccccc2)cc1,*c1ccc(-c2ccccc2)cc1,*OC(=O)N(C)C,c3ccc(c2ccc(c1ccccc1)cc2)cc3
COC(=O)c1ccc(OC(=O)N(C)C)cc1,*OC(=O)N(C)C,*c1ccc(C(=O)OC)cc1,COC(=O)c2ccc(c1ccccc1)cc2
CC(=O)c1ccc(OC(=O)N(C)C)cc1,*OC(=O)N(C)C,*c1ccc(C(C)=O)cc1,CC(=O)c2ccc(c1ccccc1)cc2
CN(C)C(=O)Oc1ccc2ncccc2c1,*c1ccc2ncccc2c1,*OC(=O)N(C)C,c3ccc(c2ccc1ncccc1c2)cc3
CN(C)C(=O)Oc1cccc2ncccc12,*c1cccc2ncccc12,*OC(=O)N(C)C,c3ccc(c1cccc2ncccc12)cc3
CCOC(=O)c1ccc(OC(=O)N(CC)CC)cc1,*OC(=O)N(CC)CC,*c1ccc(C(=O)OCC)cc1,CCOC(=O)c2ccc(c1ccccc1)cc2
CCN(CC)C(=O)Oc1ccc(C)cc1,*c1ccc(C)cc1,*OC(=O)N(CC)CC,COc2ccc(c1ccc(C)cc1)cc2
CCN(CC)C(=O)Oc1ccc(-c2ccccc2)cc1,*c1ccc(-c2ccccc2)cc1,*OC(=O)N(CC)CC,c3ccc(c2ccc(c1ccccc1)cc2)cc3
CCN(CC)C(=O)Oc1c(C)cccc1C,*c1c(C)cccc1C,*OC(=O)N(CC)CC,Cc1cccc(C)c1c2ccccc2
CCN(CC)C(=O)Oc1cccc(N(C)C)c1,*c1cccc(N(C)C)c1,*OC(=O)N(CC)CC,COc2ccc(c1cccc(N(C)C)c1)cc2
COC(=O)Oc1ccc(OC)cc1,*OC(=O)OC,*c1ccc(OC)cc1,COc2ccc(c1ccccc1)cc2
COC(=O)Oc1ccc(C(=O)OC(C)(C)C)cc1,*c1ccc(C(=O)OC(C)(C)C)cc1,*OC(=O)OC,CC(C)(C)OC(=O)c2ccc(c1ccccc1)cc2
COC(=O)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(=O)OC,c3ccc(c2ccc1ccccc1c2)cc3
CCN(CC)C(=O)Oc1ccc(N(C)C)cc1,*c1ccc(N(C)C)cc1,*OC(=O)N(CC)CC,Cc2ccc(c1ccc(N(C)C)cc1)cc2
CCN(CC)C(=O)Oc1cccc(C(F)(F)F)c1,*c1cccc(C(F)(F)F)c1,*OC(=O)N(CC)CC,Cc2ccc(c1cccc(C(F)(F)F)c1)cc2
CCOC(=O)c1cccc(OC(=O)N(CC)CC)c1,*c1cccc(C(=O)OCC)c1,*OC(=O)N(CC)CC,CCOC(=O)c2cccc(c1ccc(C)cc1)c2
CCN(CC)C(=O)Oc1ccccc1C,*c1ccccc1C,*OC(=O)N(CC)CC,Cc2ccc(c1ccccc1C)cc2
COC(=O)c1ccc2cc(OC(=O)OC(C)(C)C)ccc2c1,*c1ccc2cc(C(=O)OC)ccc2c1,*OC(=O)OC(C)(C)C,COC(=O)c3ccc2cc(c1ccc(OC)cc1)ccc2c3
CC(C)(C)OC(=O)Oc1ccc(C(F)(F)F)cc1,*c1ccc(C(F)(F)F)cc1,*OC(=O)OC(C)(C)C,COc2ccc(c1ccc(C(F)(F)F)cc1)cc2
CC(C)(C)OC(=O)Oc1ccccc1,*c1ccccc1,*OC(=O)OC(C)(C)C,COc2ccc(c1ccccc1)cc2
COc1ccc2cc(OC(=O)N(C)C)ccc2c1,*OC(=O)N(C)C,*c1ccc2cc(OC)ccc2c1,COc3ccc2cc(c1cccc(C)c1)ccc2c3
CN(C)C(=O)Oc1ccc2ccc(OC(C)(C)C)cc2c1,*OC(=O)N(C)C,*c1ccc2ccc(OC(C)(C)C)cc2c1,Cc3cccc(c2ccc1ccc(OC(C)(C)C)cc1c2)c3
CN(C)C(=O)Oc1ccc2ccc(Oc3ccccc3)cc2c1,*OC(=O)N(C)C,*c1ccc2ccc(Oc3ccccc3)cc2c1,Cc4cccc(c3ccc2ccc(Oc1ccccc1)cc2c3)c4
COCOc1ccc2ccc(OC(=O)N(C)C)cc2c1,*OC(=O)N(C)C,*c1ccc2ccc(OCOC)cc2c1,COCOc3ccc2ccc(c1cccc(C)c1)cc2c3
CN(C)C(=O)Oc1ccc2ccc(N(C)C)cc2c1,*c1ccc2ccc(N(C)C)cc2c1,*OC(=O)N(C)C,Cc3cccc(c2ccc1ccc(N(C)C)cc1c2)c3
CN(C)C(=O)Oc1ccc2cc(-c3ccccc3)ccc2c1,*c1ccc2cc(-c3ccccc3)ccc2c1,*OC(=O)N(C)C,Cc4cccc(c3ccc2cc(c1ccccc1)ccc2c3)c4
CN(C)C(=O)Oc1ccc2cc(C#N)ccc2c1,*c1ccc2cc(C#N)ccc2c1,*OC(=O)N(C)C,Cc3cccc(c2ccc1cc(C#N)ccc1c2)c3
CN(C)C(=O)Oc1cccc2cccc(F)c12,*c1cccc2cccc(F)c12,*OC(=O)N(C)C,Cc3cccc(c1cccc2cccc(F)c12)c3
CN(C)C(=O)Oc1cccc2cnccc12,*c1cccc2cnccc12,*OC(=O)N(C)C,Cc3cccc(c1cccc2cnccc12)c3
COC(=O)c1ccc2cc(OC(=O)N(C)C)ccc2c1,*c1ccc2cc(C(=O)OC)ccc2c1,*OC(=O)N(C)C,COC(=O)c3ccc2cc(c1cccc(C)c1)ccc2c3
COC(=O)c1c(OC(=O)N(C)C)ccc2ccccc12,*OC(=O)N(C)C,*c1ccc2ccccc2c1C(=O)OC,COC(=O)c2c(c1cccc(C)c1)ccc3ccccc23
Cc1cccc(-c2ccc3ccc(OC(=O)N(C)C)cc3c2)c1,*OC(=O)N(C)C,*c1ccc2ccc(-c3cccc(C)c3)cc2c1,Cc4cccc(c3ccc2ccc(c1cccc(C)c1)cc2c3)c4
CN(C)C(=O)Oc1cc2ccccc2c2ccccc12,*c1cc2ccccc2c2ccccc12,*OC(=O)N(C)C,Cc4cccc(c2cc1ccccc1c3ccccc23)c4
CN(C)C(=O)Oc1cccc2ccccc12,*c1cccc2ccccc12,*OC(=O)N(C)C,COc1ccccc1c2cccc3ccccc23
CN(C)C(=O)Oc1ccc2cc([Si](C)(C)C)ccc2c1,*c1ccc2cc([Si](C)(C)C)ccc2c1,*OC(=O)N(C)C,COc1ccccc1c3ccc2cc([Si](C)(C)C)ccc2c3
Cc1ccc2cc(OC(=O)N(C)C)ccc2c1,*OC(=O)N(C)C,*c1ccc2cc(C)ccc2c1,COc1ccccc1c3ccc2cc(C)ccc2c3
CN(C)C(=O)Oc1cccc2c(F)cccc12,*c1cccc2c(F)cccc12,*OC(=O)N(C)C,COc1ccccc1c2cccc3c(F)cccc23
CCCCOc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OCCCC,Cc2ccc1ccccc1c2
CC(C)COc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OCC(C)C,Cc2ccc1ccccc1c2
CC(C)(C)Oc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OC(C)(C)C,Cc2ccc1ccccc1c2
COCOc1ccc2ccccc2c1,*c1ccc2ccccc2c1,*OCOC,Cc2ccc1ccccc1c2
COc1ccc2cc(C(=O)N(C(C)C)C(C)C)ccc2c1,*c1ccc2cc(C(=O)N(C(C)C)C(C)C)ccc2c1,*OC,CC(C)N(C(=O)c3ccc2cc(c1ccccc1)ccc2c3)C(C)C
COc1ccc2cc(CCO[Si](C)(C)C(C)(C)C)ccc2c1,*c1ccc2cc(CCO[Si](C)(C)C(C)(C)C)ccc2c1,*OC,CC(C)(C)[Si](C)(C)OCCc3ccc2cc(c1ccccc1)ccc2c3
COc1ccc(C(=O)N(C(C)C)C(C)C)cc1,*c1ccc(C(=O)N(C(C)C)C(C)C)cc1,*OC,CC(C)N(CC(=O)c3ccc(c1cccc2ccccc12)cc3)C(C)C
CCN(CC)C(=O)Oc1ccccc1C(=O)N(CC)CC,*c1ccccc1C(=O)N(CC)CC,*OC(=O)N(CC)CC,CCN(CC)C(=O)c1ccccc1C[Si](C)(C)C
CCN(CC)C(=O)Oc1ccccc1NC(=O)OC(C)(C)C,*c1ccccc1NC(=O)OC(C)(C)C,*OC(=O)N(CC)CC,CC(C)(C)OC(=O)Nc1ccccc1c2ccccc2
CCN(CC)C(=O)Oc1ccc2cccnc2c1[Si](C)(C)C,*c1ccc2cccnc2c1[Si](C)(C)C,*OC(=O)N(CC)CC,C[Si](C)(C)Cc2ccc1cccnc1c2[Si](C)(C)C
CCN(CC)C(=O)Oc1ccc2c(c1)CCC1C2CC[C@]2(C)C1CCC21OCCO1,*c1ccc2c(c1)CCC1C2CC[C@]2(C)C1CCC21OCCO1,*OC(=O)N(CC)CC,C[C@]34CCC2c1ccc(C[Si](C)(C)C)cc1CCC2C3CCC45OCCO5
CCN(CC)C(=O)Oc1cc2ccccc2c2ccccc12,*c1cc2ccccc2c2ccccc12,*OC(=O)N(CC)CC,Cc2cc1ccccc1c3ccccc23
COc1ccc2c(c1)CCCC2,*c1ccc2c(c1)CCCC2,*OC,Cc3ccc(c2ccc1CCCCc1c2)cc3
COCOc1ccc2c(c1)CCCC2,*c1ccc2c(c1)CCCC2,*OCOC,Cc3ccc(c2ccc1CCCCc1c2)cc3
COCCOc1ccc2c(c1)CCCC2,*c1ccc2c(c1)CCCC2,*OCCOC,Cc3ccc(c2ccc1CCCCc1c2)cc3
CN(C)CCOc1ccc2c(c1)CCCC2,*c1ccc2c(c1)CCCC2,*OCCN(C)C,Cc3ccc(c2ccc1CCCCc1c2)cc3
CCOc1ccccc1,*c1ccccc1,*OCC,c2ccc(c1ccccc1)cc2
FC(F)(F)Oc1ccccc1,*c1ccccc1,*OC(F)(F)F,c2ccc(c1ccccc1)cc2
OCCOc1ccccc1,*c1ccccc1,*OCCO,c2ccc(c1ccccc1)cc2
COc1ccc2c(c1)CCC=C2N1CCCCC1,*c1ccc2c(c1)CCC=C2N1CCCCC1,*OC,C4=C(N1CCCCC1)c3ccc(c2ccccc2)cc3CC4
COc1ccc(C(O)c2ccccc2)cc1,*c1ccc(C(O)c2ccccc2)cc1,*OC,OC(c1ccccc1)c3ccc(c2ccccc2)cc3
COc1cccc(CN(C)C)c1,*c1cccc(CN(C)C)c1,*OC,Cc2ccc(c1cccc(CN(C)C)c1)cc2
COc1ccc(O)cc1,*c1ccc(O)cc1,*OC,Oc2ccc(c1ccccc1)cc2
COc1cccc(O)c1,*c1cccc(O)c1,*OC,Cc2ccc(c1cccc(O)c1)cc2
COc1ccc2[nH]ccc2c1,*c1ccc2[nH]ccc2c1,*OC,c3ccc(c2ccc1[nH]ccc1c2)cc3
COc1cccc2c1ccn2CCN(C)C,*c1cccc2c1ccn2CCN(C)C,*OC,Cc3ccc(c1cccc2c1ccn2CCN(C)C)cc3
COc1ccc(C(c2ccccc2)n2ccnc2)cc1,*c1ccc(C(c2ccccc2)n2ccnc2)cc1,*OC,c4ccc(c3ccc(C(c1ccccc1)n2ccnc2)cc3)cc4
COc1ccc(CCCO)cc1,*c1ccc(CCCO)cc1,*OC,OCCCc2ccc(c1ccccc1)cc2
CCCCc1ccc(OC(=O)COC)cc1,*OC(=O)COC,*c1ccc(CCCC)cc1,CCCCc1ccc(C(=O)O)cc1
C[Si](C)(C)Oc1ccc2c(c1)CCCC2,*c1ccc2c(c1)CCCC2,*O[Si](C)(C)C,Cc3ccc(c2ccc1CCCCc1c2)cc3
CCOc1ccc(C)cc1,*c1ccc(C)cc1,*OCC,Cc2ccc(c1ccccc1)cc2
Cc1ccc(OCCO)cc1,*OCCO,*c1ccc(C)cc1,Cc2ccc(c1ccccc1)cc2
Cc1ccc(O[Si](C)(C)C)cc1,*O[Si](C)(C)C,*c1ccc(C)cc1,Cc2ccc(c1ccccc1)cc2
Cc1ccc(OC(F)(F)F)cc1,*OC(F)(F)F,*c1ccc(C)cc1,Cc2ccc(c1ccccc1)cc2
COc1cccc(OCCN(C)C)c1,*OC,*OCCN(C)C,c3ccc(c2cccc(c1ccccc1)c2)cc3
COc1ccccc1-c1ccccc1,*c1ccccc1-c1ccccc1,*OC,Cc3ccc(c1ccccc1c2ccccc2)cc3
CCOc1c(C)cc(C)cc1C,*c1c(C)cc(C)cc1C,*OCC,Cc2cc(C)c(c1ccccc1)c(C)c2
COc1ccccc1CCO,*c1ccccc1CCO,*OC,Cc2ccc(c1ccccc1CCO)cc2
COc1cccc2ccn(CCN(C)C)c12,*c1cccc2ccn(CCN(C)C)c12,*OC,Cc3ccc(c1cccc2ccn(CCN(C)C)c12)cc3
CCCN(CCC)C1CCc2cccc(OC)c2C1,*OC,*c1cccc2c1CC(N(CCC)CCC)CC2,CCCN(CCC)C3CCc2cccc(c1ccccc1)c2C3
COc1ccc(CCN)cc1,*c1ccc(CCN)cc1,*OC,NCCc2ccc(c1ccccc1)cc2
CCOc1ccc(N(C)C)cc1,*c1ccc(N(C)C)cc1,*OCC,CN(C)c2ccc(c1ccccc1)cc2
COc1ccc2cc(-c3c(C)cc(C)cc3C)ccc2c1,*c1ccc2cc(-c3c(C)cc(C)cc3C)ccc2c1,*OC,Cc4ccc(c3ccc2cc(c1c(C)cc(C)cc1C)ccc2c3)cc4
COc1ccc(-c2ccccc2)c2ccccc12,*c1ccc(-c2ccccc2)c2ccccc12,*OC,Cc4ccc(c2ccc(c1ccccc1)c3ccccc23)cc4
COc1ccccc1OC,*c1ccccc1*,*OC,Cc3ccc(c1ccccc1c2ccc(C)cc2)cc3
COc1ccnc(-c2cc(OC)ccn2)c1,*c1ccnc(-c2cc(*)ccn2)c1,*OC,Cc4ccc(c3ccnc(c2cc(c1ccc(C)cc1)ccn2)c3)cc4
COc1cc(OC)cc(OC)c1,*c1cc(*)cc(*)c1,*OC,Cc4ccc(c3cc(c1ccc(C)cc1)cc(c2ccc(C)cc2)c3)cc4
COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@H]12,*c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC)CC[C@H]12,*OC,[H][C@]25CC[C@]1(C)[C@@H](OC)CC[C@@]1([H])[C@]2([H])CCc4cc(c3ccc(C)cc3)ccc45
COc1cc2ccccc2c2ccccc12,*c1cc2ccccc2c2ccccc12,*OC,c4ccc(c2cc1ccccc1c3ccccc23)cc4
COC(=O)c1ccc2cc(OC)ccc2c1,*c1ccc2cc(C(=O)OC)ccc2c1,*OC,COC(=O)c3ccc2cc(c1ccccc1)ccc2c3
COc1ccc(C(C)=O)cc1,*c1ccc(C(C)=O)cc1,*OC,CC(=O)c2ccc(c1ccccc1)cc2
CCN(CC)C(=O)Oc1ccc2c(ccn2C)c1,*c1ccc2c(ccn2C)c1,*OC(=O)N(CC)CC,Cn3ccc2cc(c1ccccc1)ccc23
CCN(CC)C(=O)Oc1ccc(C(F)(F)F)cc1,*c1ccc(C(F)(F)F)cc1,*OC(=O)N(CC)CC,CCCCN(C)c1ccc(C(F)(F)F)cc1
CCN(CC)C(=O)Oc1ccccc1F,*c1ccccc1F,*OC(=O)N(CC)CC,Fc1ccccc1N2CCOCC2
CCN(CC)C(=O)Oc1ccc(N2CCOCC2)cc1,*c1ccc(N2CCOCC2)cc1,*OC(=O)N(CC)CC,c2ccc(N1CCOCC1)cc2
CCN(CC)C(=O)Oc1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CCC21OCCO1,*c1ccc2c(c1)CCC1C2CC[C@@]2(C)C1CCC21OCCO1,*OC(=O)N(CC)CC,c1ccc2c(c1)CCC3C2CC[C@@]4(C)C3CCC45OCCO5
CCN(CC)C(=O)Oc1cccc2c1OC(C)(C)C2,*OC(C)(C)Cc1cccc(*)c1*,*OC(=O)N(CC)CC,c2cccc1CC(C)(C)Oc12
CCN(CC)C(=O)Oc1ccc2c3ccccc3n(C)c2c1,*c1ccc2c3ccccc3n(C)c2c1,*OC(=O)N(CC)CC,c3ccc2c1ccccc1n(C)c2c3
CN(C)C(=O)Oc1ccccc1,*c1ccccc1,*OC(=O)N(C)C,Cn3c(c1ccccc1)nc2ccccc23
Cc1ccc(OC(=O)N(C)C)cc1C,*OC(=O)N(C)C,*c1ccc(C)c(C)c1,Cc3ccc(c2nc1ccccc1n2C)cc3C
CN(C)C(=O)Oc1cccc(C(C)(C)C)c1,*c1cccc(C(C)(C)C)c1,*OC(=O)N(C)C,Cn3c(c1cccc(C(C)(C)C)c1)nc2ccccc23
CCC(C)(C)OC(=O)c1cccc(OC(=O)N(C)C)c1,*OC(=O)N(C)C,*c1cccc(C(=O)OC(C)(C)CC)c1,CCC(C)(C)OC(=O)c3cccc(c2nc1ccccc1n2C)c3
CN(C)C(=O)Oc1cccc(N(C)C)c1,*c1cccc(N(C)C)c1,*OC(=O)N(C)C,CN(C)c3cccc(c2nc1ccccc1n2C)c3
COc1ccc(Cc2ccccc2)cc1,*c1ccc(Cc2ccccc2)cc1,*OC,Cc3ccc(c2ccc(Cc1ccccc1)cc2)cc3
C[Si](C)(C)Oc1ccc(Cc2ccccc2)cc1,*c1ccc(Cc2ccccc2)cc1,*O[Si](C)(C)C,Cc3ccc(c2ccc(Cc1ccccc1)cc2)cc3
