,number_of_atoms,charge,multiplicity,dipole,molar_mass,molar_volume,electronic_spatial_extent,E_scf,zero_point_correction,E_thermal_correction,H_thermal_correction,G_thermal_correction,E_zpe,E,H,G,stoichiometry,converged,homo_energy,lumo_energy,electronegativity,hardness,ES_root_dipole,ES_root_molar_volume,ES_root_electronic_spatial_extent,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,VBur_0,VBur_1,VBur_2,VBur_3,VBur_4,VBur_5,VBur_6,VBur_7,Mulliken_charge_0,Mulliken_charge_1,Mulliken_charge_2,Mulliken_charge_3,Mulliken_charge_4,Mulliken_charge_5,Mulliken_charge_6,Mulliken_charge_7,APT_charge_0,APT_charge_1,APT_charge_2,APT_charge_3,APT_charge_4,APT_charge_5,APT_charge_6,APT_charge_7,NPA_charge_0,NPA_charge_1,NPA_charge_2,NPA_charge_3,NPA_charge_4,NPA_charge_5,NPA_charge_6,NPA_charge_7,NPA_core_0,NPA_core_1,NPA_core_2,NPA_core_3,NPA_core_4,NPA_core_5,NPA_core_6,NPA_core_7,NPA_valence_0,NPA_valence_1,NPA_valence_2,NPA_valence_3,NPA_valence_4,NPA_valence_5,NPA_valence_6,NPA_valence_7,NPA_Rydberg_0,NPA_Rydberg_1,NPA_Rydberg_2,NPA_Rydberg_3,NPA_Rydberg_4,NPA_Rydberg_5,NPA_Rydberg_6,NPA_Rydberg_7,NPA_total_0,NPA_total_1,NPA_total_2,NPA_total_3,NPA_total_4,NPA_total_5,NPA_total_6,NPA_total_7,NMR_shift_0,NMR_shift_1,NMR_shift_2,NMR_shift_3,NMR_shift_4,NMR_shift_5,NMR_shift_6,NMR_shift_7,NMR_anisotropy_0,NMR_anisotropy_1,NMR_anisotropy_2,NMR_anisotropy_3,NMR_anisotropy_4,NMR_anisotropy_5,NMR_anisotropy_6,NMR_anisotropy_7,ES_root_Mulliken_charge_0,ES_root_Mulliken_charge_1,ES_root_Mulliken_charge_2,ES_root_Mulliken_charge_3,ES_root_Mulliken_charge_4,ES_root_Mulliken_charge_5,ES_root_Mulliken_charge_6,ES_root_Mulliken_charge_7,ES_root_NPA_charge_0,ES_root_NPA_charge_1,ES_root_NPA_charge_2,ES_root_NPA_charge_3,ES_root_NPA_charge_4,ES_root_NPA_charge_5,ES_root_NPA_charge_6,ES_root_NPA_charge_7,ES_root_NPA_core_0,ES_root_NPA_core_1,ES_root_NPA_core_2,ES_root_NPA_core_3,ES_root_NPA_core_4,ES_root_NPA_core_5,ES_root_NPA_core_6,ES_root_NPA_core_7,ES_root_NPA_valence_0,ES_root_NPA_valence_1,ES_root_NPA_valence_2,ES_root_NPA_valence_3,ES_root_NPA_valence_4,ES_root_NPA_valence_5,ES_root_NPA_valence_6,ES_root_NPA_valence_7,ES_root_NPA_Rydberg_0,ES_root_NPA_Rydberg_1,ES_root_NPA_Rydberg_2,ES_root_NPA_Rydberg_3,ES_root_NPA_Rydberg_4,ES_root_NPA_Rydberg_5,ES_root_NPA_Rydberg_6,ES_root_NPA_Rydberg_7,ES_root_NPA_total_0,ES_root_NPA_total_1,ES_root_NPA_total_2,ES_root_NPA_total_3,ES_root_NPA_total_4,ES_root_NPA_total_5,ES_root_NPA_total_6,ES_root_NPA_total_7,ES_transition_0,ES_transition_1,ES_transition_2,ES_transition_3,ES_transition_4,ES_transition_5,ES_transition_6,ES_transition_7,ES_transition_8,ES_transition_9,ES_osc_strength_0,ES_osc_strength_1,ES_osc_strength_2,ES_osc_strength_3,ES_osc_strength_4,ES_osc_strength_5,ES_osc_strength_6,ES_osc_strength_7,ES_osc_strength_8,ES_osc_strength_9,ES_<S**2>_0,ES_<S**2>_1,ES_<S**2>_2,ES_<S**2>_3,ES_<S**2>_4,ES_<S**2>_5,ES_<S**2>_6,ES_<S**2>_7,ES_<S**2>_8,ES_<S**2>_9,at_0,at_1,at_2,at_3,at_4,at_5,at_6,at_7
COc1cccc(c1)N(C)C,24,0,1,0.6782,151.2078,1365.671,2190.305,-480.734639174,0.20702,0.218261,0.219206,0.169998,-480.531215,-480.519974,-480.519029,-480.568237,C9H13NO,1.0,-0.183,0.01886,0.08207,0.10092999999999999,3.3383,1627.58,2170.7351,-1.455343,-2.455927,-1.666975,-0.161019,-0.544203,0.749297,0.967088,-3.795736,-0.17081,-1.106307,1.211168,-0.699662,2.043218,1.539679,0.140378,-0.648653,-0.013838,-0.000172,0.013169,-0.051266,0.004058,-0.034826,-0.075189,0.044847,0.6126494650723726,0.492998741346759,0.5538860918816866,0.5870830711139081,0.49103209565764633,0.5585273757079925,0.6659062303335431,0.3805852737570799,0.379014,-0.512186,-0.208841,-0.263204,-0.143838,-0.195507,0.371060,-0.210131,0.730952,-0.889370,-0.324987,-0.343028,0.201039,-0.288678,0.652489,0.573065,0.33482,-0.52521,-0.35795,-0.33563,-0.19990,-0.31399,0.18691,-0.31453,1.99879,1.99974,1.99900,1.99900,1.99912,1.99906,1.99904,1.99944,3.64391,6.51392,4.34693,4.32406,4.18627,4.30279,3.79571,4.30112,0.02247,0.01154,0.01202,0.01257,0.01451,0.01214,0.01833,0.01398,5.66518,8.52521,6.35795,6.33563,6.19990,6.31399,5.81309,6.31453,38.1757,239.2143,97.0755,94.7164,66.9379,90.4729,49.1729,137.5332,123.6973,69.3164,128.5216,109.1716,161.5062,130.9508,147.8861,65.561,0.335851,-0.506533,-0.046810,-0.177115,-0.101148,-0.096557,0.338878,0.237233,0.25703,-0.51511,-0.24714,-0.38530,-0.33257,-0.30534,0.13687,-0.31302,1.99881,1.99975,1.99903,1.99903,1.99915,1.99908,1.99904,1.99944,3.71906,6.50357,4.23430,4.36697,4.31173,4.28887,3.84328,4.29953,0.02510,0.01178,0.01380,0.01930,0.02169,0.01740,0.02081,0.01406,5.74297,8.51511,6.24714,6.38530,6.33257,6.30534,5.86313,6.31302,260.39,226.6,208.25,195.8,190.54,175.89,171.91,169.83,166.43,165.6,0.04,0.1139,0.2609,0.582,0.0073,0.001,0.0164,0.0025,0.2582,0.0103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
COc1cccc(c1)N(c1ccccc1)c1ccccc1,38,0,1,1.1364,275.3494,2478.702,6461.6149,-864.213149349,0.31168,0.329104,0.330048,0.264571,-863.908462,-863.891038,-863.890094,-863.955571,C19H17NO,1.0,-0.18076,-0.00967,0.09521500000000001,0.085545,1.4425,2248.125,6327.4641,3.034234,4.234347,3.037182,1.852733,1.853898,0.668478,0.664576,4.301251,-1.054176,-0.72184,-2.206403,-0.33544,-2.616312,-1.89694,-0.751695,0.442004,0.092735,0.654513,-0.707871,0.288513,-1.310952,-1.145061,-0.339119,1.462701,0.6148521082441787,0.4944933920704846,0.514002517306482,0.6492290748898678,0.4919760855884204,0.5798458149779736,0.7212869729389553,0.38129326620516046,0.378972,-0.510750,-0.173100,-0.248171,-0.142548,-0.174626,0.280479,-0.215059,0.709085,-0.877567,-0.244322,-0.309520,0.178790,-0.272385,0.611548,0.502832,0.32855,-0.52075,-0.28855,-0.33809,-0.21319,-0.28008,0.16669,-0.31748,1.99880,1.99974,1.99902,1.99895,1.99911,1.99901,1.99899,1.99943,3.65042,6.50933,4.27552,4.32849,4.20020,4.26848,3.81585,4.30403,0.02224,0.01167,0.01400,0.01065,0.01388,0.01259,0.01847,0.01402,5.67145,8.52075,6.28855,6.33809,6.21319,6.28008,5.83331,6.31748,38.0035,236.754,83.3613,88.6175,66.5253,79.2043,47.0782,137.702,125.2887,79.5059,128.9723,132.6463,163.6014,143.7157,138.1019,63.7724,0.372052,-0.508449,-0.002901,-0.084561,-0.024966,0.005172,0.275221,0.269359,0.31279,-0.51690,-0.23261,-0.34489,-0.25975,-0.23771,0.15873,-0.31925,1.99880,1.99974,1.99903,1.99895,1.99912,1.99901,1.99896,1.99943,3.66584,6.50539,4.21936,4.33226,4.24504,4.22501,3.82382,4.30571,0.02258,0.01177,0.01422,0.01368,0.01559,0.01368,0.01849,0.01411,5.68721,8.51690,6.23261,6.34489,6.25975,6.23771,5.84127,6.31925,312.24,303.99,300.08,277.52,266.72,242.07,240.47,236.33,227.44,222.38,0.0313,0.2258,0.2458,0.0272,0.0103,0.0182,0.0455,0.0507,0.0213,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
COc1cccc(c1)OC(=O)C(C)(C)C,31,0,1,2.8659,208.2566,1905.469,4380.78,-692.584723987,0.260363,0.275912,0.276856,0.216256,-692.329317,-692.313768,-692.312824,-692.373424,C12H16O3,1.0,-0.21836,-0.00809,0.11322499999999999,0.105135,5.257,2122.548,4264.17,0.582931,-0.694245,0.827578,1.612755,2.153823,3.201446,2.931997,-1.760026,-0.435234,0.105237,-1.803112,0.498305,-2.235872,-1.332555,0.043565,-0.34857,0.224265,0.397427,0.268972,0.091738,0.170495,0.03777,-0.000873,-0.340928,0.6303492762743864,0.6288546255506607,0.5544367526746381,0.5843297671491504,0.48977344241661425,0.512901195720579,0.6095814977973568,0.6581969792322215,0.348022,-0.538157,-0.146081,-0.243964,-0.147962,-0.165184,0.375279,0.634438,0.665332,-1.060890,-0.223306,-0.262562,0.128791,-0.187561,0.652559,1.178913,0.31475,-0.55256,-0.28962,-0.34868,-0.21130,-0.28286,0.32694,0.84710,1.99872,1.99969,1.99898,1.99893,1.99911,1.99903,1.99880,1.99928,3.66446,6.54191,4.27764,4.33815,4.19852,4.26998,3.65225,3.10474,0.02207,0.01095,0.01300,0.01160,0.01366,0.01385,0.02201,0.04889,5.68525,8.55256,6.28962,6.34868,6.21130,6.28286,5.67306,5.15290,44.0066,106.8941,81.1211,93.154,67.1576,81.8674,38.2049,23.0255,107.7016,156.6799,141.949,119.5547,164.3754,132.8548,125.2369,76.9323,0.346087,-0.536050,0.075546,-0.092554,-0.021323,-0.019740,0.364509,0.556715,0.29275,-0.54968,-0.16147,-0.36103,-0.26179,-0.29321,0.35676,0.72536,1.99877,1.99970,1.99900,1.99896,1.99915,1.99906,1.99881,1.99929,3.68287,6.53881,4.14722,4.34555,4.24548,4.27590,3.62175,3.22555,0.02561,0.01118,0.01525,0.01653,0.01716,0.01825,0.02268,0.04981,5.70725,8.54968,6.16147,6.36103,6.26179,6.29321,5.64324,5.27464,247.16,227.03,225.17,207.4,200.86,186.75,182.12,180.11,176.5,169.55,0.0464,0.021,0.0218,0.0287,0.2062,0.1019,0.2582,0.3236,0.1127,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
COc1cccc(c1)[N+](=O)[O-],18,0,1,4.1385,153.1372,1309.083,1873.8685,-551.272233179,0.136345,0.145674,0.146618,0.101134,-551.137632,-551.128303,-551.127359,-551.172843,C7H7NO3,1.0,-0.24411,-0.08749,0.1658,0.07830999999999999,10.6256,956.637,1863.3143,-1.473092,-2.737186,-1.368234,-0.315856,-0.11994,1.050813,0.919885,-2.906143,0.276947,-0.221794,1.679071,-0.505449,2.290474,1.527875,0.144316,-1.634239,-0.000184,-0.000453,4e-05,-0.000188,0.000199,0.000173,-2.4e-05,0.000323,0.610997482693518,0.4949653870358716,0.5146318439269981,0.6058055380742605,0.48772813089993705,0.539332913782253,0.6335745752045312,0.3804279421019509,0.381336,-0.505686,-0.150058,-0.232736,-0.142720,-0.159773,0.271454,-0.222061,0.569685,-0.860263,-0.080806,-0.158773,0.034703,-0.113227,-0.032242,0.527409,0.32543,-0.51463,-0.24273,-0.30393,-0.21900,-0.23666,0.07220,-0.32015,1.99882,1.99974,1.99904,1.99894,1.99911,1.99901,1.99876,1.99943,3.65350,6.50311,4.22994,4.29226,4.20612,4.22339,3.90914,4.30680,0.02225,0.01178,0.01375,0.01274,0.01377,0.01426,0.01991,0.01392,5.67457,8.51463,6.24273,6.30393,6.21900,6.23666,5.92780,6.32015,38.0566,232.4897,71.9709,89.306,66.8225,78.976,46.8077,136.8382,124.471,88.8188,146.3447,144.5447,165.5405,158.2571,100.2776,66.7539,0.378311,-0.411635,0.003075,0.012701,0.032191,0.078733,0.299709,0.362213,0.37492,-0.36999,-0.30267,-0.23401,-0.19854,-0.14965,0.10093,-0.33869,1.99881,1.99975,1.99907,1.99895,1.99913,1.99900,1.99885,1.99941,3.60473,6.35882,4.28818,4.22003,4.18508,4.13402,3.87778,4.32512,0.02154,0.01142,0.01542,0.01503,0.01432,0.01664,0.02244,0.01417,5.62508,8.36999,6.30267,6.23401,6.19854,6.14965,5.89907,6.33869,334.83,328.62,289.67,262.0,218.0,203.98,201.58,195.55,192.35,186.83,0.0378,0.0,0.0,0.1322,0.0843,0.0136,0.1177,0.1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
COc1cccc(c1)c1ccc(cc1)C,29,0,1,0.9254,198.264,1805.399,4577.5569,-617.14446168,0.242174,0.255577,0.256521,0.200949,-616.904558,-616.891155,-616.890211,-616.945783,C14H14O,1.0,-0.21111,-0.02005,0.11557999999999999,0.09553,6.3909,1916.843,4549.4419,2.719741,3.514397,3.195416,1.341006,2.273274,0.904367,0.418429,4.920273,-0.328873,-1.418928,0.963165,-0.57235,1.994546,1.756514,0.458608,-1.236773,0.068352,0.290411,-0.1808,0.113756,-0.383999,-0.341568,-0.090183,0.277817,0.6111548143486469,0.4947293895531781,0.553492762743864,0.5784298300818125,0.4907960981749528,0.5497168030207678,0.6622876022655758,0.38223725613593457,0.379698,-0.509318,-0.197145,-0.232385,-0.140646,-0.177419,0.091666,-0.213830,0.651965,-0.917203,-0.212371,-0.230453,0.110974,-0.208794,0.226453,0.591934,0.32360,-0.52156,-0.32271,-0.26042,-0.21095,-0.24908,-0.03613,-0.31621,1.99879,1.99974,1.99901,1.99898,1.99911,1.99904,1.99902,1.99943,3.65544,6.51018,4.31191,4.24853,4.19754,4.23756,4.02188,4.30279,0.02217,0.01164,0.01179,0.01291,0.01430,0.01248,0.01523,0.01399,5.67640,8.52156,6.32271,6.26042,6.21095,6.24908,6.03613,6.31621,38.4882,237.7619,87.8729,79.3127,66.79,76.4872,52.5896,137.4325,125.7054,75.6691,141.8323,123.6415,162.28,143.1646,172.8097,65.3533,0.372788,-0.443063,-0.056002,-0.084163,-0.011477,0.025898,0.077221,0.306630,0.36246,-0.42306,-0.33141,-0.28729,-0.24494,-0.11262,-0.04725,-0.32836,1.99879,1.99975,1.99904,1.99900,1.99915,1.99905,1.99906,1.99942,3.61607,6.41170,4.31754,4.27116,4.22846,4.09979,4.03101,4.31476,0.02268,0.01161,0.01484,0.01713,0.01734,0.01378,0.01718,0.01419,5.63754,8.42306,6.33141,6.28729,6.24494,6.11262,6.04725,6.32836,267.08,248.8,248.71,230.25,225.01,211.72,209.5,205.89,197.95,196.71,0.0948,0.4026,0.0406,0.0104,0.0438,0.1218,0.198,0.0522,0.0258,0.0175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
COc1cccc(c1)c1ccc(cc1)C(C)(C)C,38,0,1,0.9675,240.3444,2342.604,7467.356,-735.081568255,0.327835,0.344855,0.345799,0.283207,-734.755974,-734.738953,-734.738009,-734.800602,C17H20O,1.0,-0.21112,-0.02033,0.115725,0.09539500000000001,6.6241,2240.751,7385.9955,3.81177,4.551868,4.349918,2.422777,3.479304,2.100364,1.55172,5.964757,-0.386077,-1.515226,0.885479,-0.565085,1.961674,1.787585,0.510621,-1.399909,0.072434,0.287385,-0.153806,0.100415,-0.352239,-0.327197,-0.098894,0.291259,0.6110761485210825,0.49370673379483954,0.5541220893643801,0.5781938325991189,0.4907960981749528,0.5508967904342353,0.6618942731277533,0.38184392699811204,0.379477,-0.509288,-0.196977,-0.232081,-0.140806,-0.177298,0.092003,-0.213823,0.656958,-0.924631,-0.214980,-0.236552,0.113351,-0.214288,0.235343,0.598161,0.32349,-0.52157,-0.32258,-0.25994,-0.21102,-0.24881,-0.03624,-0.31620,1.99879,1.99974,1.99901,1.99898,1.99911,1.99904,1.99902,1.99943,3.65556,6.51019,4.31178,4.24805,4.19761,4.23731,4.02201,4.30278,0.02216,0.01164,0.01178,0.01290,0.01430,0.01246,0.01521,0.01399,5.67651,8.52157,6.32258,6.25994,6.21102,6.24881,6.03624,6.31620,38.4874,237.8628,87.8126,79.2972,66.7801,76.5149,52.7133,137.4438,125.5449,75.6023,141.6873,123.7221,162.0936,143.2547,172.4971,65.4876,0.373011,-0.443229,-0.055032,-0.084647,-0.011583,0.026836,0.077590,0.306516,0.36323,-0.42346,-0.32997,-0.28924,-0.24604,-0.11092,-0.04695,-0.32839,1.99879,1.99975,1.99904,1.99901,1.99915,1.99905,1.99906,1.99942,3.61532,6.41209,4.31611,4.27311,4.22958,4.09815,4.03073,4.31478,0.02266,0.01162,0.01482,0.01713,0.01732,0.01372,0.01716,0.01419,5.63677,8.42346,6.32997,6.28924,6.24604,6.11092,6.04695,6.32839,267.53,249.96,248.69,229.59,225.04,211.99,209.63,205.98,198.34,196.8,0.1102,0.4961,0.0058,0.0097,0.0403,0.1403,0.1966,0.0672,0.0256,0.0133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
COc1cccc(c1)c1ccccc1,26,0,1,1.3635,184.2372,1984.012,3599.3631,-577.826796784,0.214667,0.226155,0.227099,0.17657,-577.613949,-577.602462,-577.601518,-577.652047,C13H12O,1.0,-0.21435,-0.02229,0.11832000000000001,0.09603,7.3012,1728.011,3566.2631,2.281411,3.127008,2.694907,0.915583,1.725043,0.368892,-0.05428,4.523114,-0.274645,-1.324215,1.035936,-0.581578,2.021521,1.720714,0.404017,-1.078847,0.068535,0.295504,-0.19481,0.123268,-0.402421,-0.350094,-0.084459,0.264793,0.6098961611076148,0.49362806796727504,0.5541220893643801,0.5782724984266835,0.49095342983008183,0.5497954688483323,0.6616582756450597,0.3820799244808055,0.379892,-0.509041,-0.196595,-0.231606,-0.140576,-0.176827,0.089992,-0.214201,0.643788,-0.910218,-0.205220,-0.219364,0.106095,-0.199104,0.197758,0.586660,0.32391,-0.52127,-0.32166,-0.25981,-0.21068,-0.24864,-0.03749,-0.31634,1.99879,1.99974,1.99901,1.99898,1.99911,1.99904,1.99902,1.99943,3.65513,6.50988,4.31087,4.24791,4.19726,4.23711,4.02325,4.30292,0.02217,0.01164,0.01178,0.01292,0.01431,0.01249,0.01523,0.01399,5.67609,8.52127,6.32166,6.25981,6.21068,6.24864,6.03749,6.31634,38.4283,237.4425,87.6387,79.0937,66.7181,76.3122,52.4271,137.4087,125.9513,76.1557,142.3427,123.9822,162.5508,143.4288,172.6802,65.3203,0.372761,-0.437901,-0.055664,-0.072386,-0.004739,0.030325,0.076815,0.312459,0.36384,-0.41533,-0.33728,-0.27217,-0.23458,-0.11290,-0.04364,-0.32940,1.99879,1.99975,1.99904,1.99900,1.99915,1.99905,1.99906,1.99942,3.61476,6.40399,4.32346,4.25625,4.21832,4.10005,4.02739,4.31579,0.02260,0.01159,0.01478,0.01691,0.01711,0.01380,0.01719,0.01419,5.63616,8.41533,6.33728,6.27217,6.23458,6.11290,6.04364,6.32940,267.45,245.61,244.11,230.1,222.35,210.43,207.4,203.73,196.52,195.59,0.0639,0.0209,0.3365,0.0148,0.0745,0.1208,0.2106,0.01,0.0282,0.0408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
COc1ccccc1,16,0,1,1.3305,108.1396,929.936,980.0413,-346.770450516,0.133633,0.140481,0.141425,0.102585,-346.637688,-346.63084,-346.629896,-346.668735,C7H8O,1.0,-0.21515,0.00401,0.10557,0.10958000000000001,2.3792,945.181,980.925,0.454719,1.761444,-0.49524,0.03271,-1.851825,-2.283479,-1.336322,2.768831,-0.271022,-0.672112,-1.30361,1.063522,-1.000545,0.330784,1.351675,0.32503,-4.1e-05,1.8e-05,-5e-06,-3e-06,1.9e-05,-1.2e-05,8e-06,3e-06,0.6117054751415985,0.4944933920704846,0.512901195720579,0.5552234109502832,0.48930144745122717,0.4880427942101951,0.4907174323473883,0.382001258653241,0.373850,-0.506510,-0.171502,-0.195901,-0.133070,-0.133632,-0.136766,-0.214120,0.592975,-0.862093,-0.142249,-0.163835,0.076249,-0.125448,0.072738,0.549442,0.31763,-0.52195,-0.27414,-0.32214,-0.22166,-0.26437,-0.21644,-0.31644,1.99879,1.99974,1.99903,1.99902,1.99910,1.99909,1.99911,1.99943,3.66168,6.51053,4.26116,4.31130,4.20897,4.25164,4.20327,4.30299,0.02190,0.01168,0.01395,0.01183,0.01359,0.01364,0.01406,0.01402,5.68237,8.52195,6.27414,6.32214,6.22166,6.26437,6.21644,6.31644,39.1598,238.1137,78.6214,86.8994,67.3601,76.484,67.4053,137.5998,128.8063,75.5849,136.2645,143.9633,164.3869,156.0644,164.3019,64.529,0.349273,-0.442249,-0.060784,-0.076159,-0.043199,0.024983,-0.048449,0.296585,0.32372,-0.42182,-0.31264,-0.33368,-0.29174,-0.16150,-0.29028,-0.32607,1.99880,1.99975,1.99907,1.99905,1.99915,1.99912,1.99915,1.99942,3.65423,6.41038,4.29313,4.31737,4.27348,4.14653,4.27117,4.31254,0.02325,0.01169,0.02044,0.01726,0.01911,0.01586,0.01995,0.01412,5.67628,8.42182,6.31264,6.33368,6.29174,6.16150,6.29028,6.32607,238.75,207.18,177.22,176.03,169.6,161.52,157.38,155.89,152.92,152.8,0.0275,0.0894,0.2559,0.6155,0.0004,0.0009,0.0113,0.0003,0.0001,0.2249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
COc1ccccc1C,19,0,1,1.4276,122.1664,1321.964,1175.7418,-386.080031952,0.161525,0.170016,0.17096,0.128485,-385.928289,-385.919798,-385.918853,-385.961328,C8H10O,1.0,-0.21061,0.00892,0.10084499999999999,0.109765,2.2253,1171.36,1224.3447,0.442188,1.756928,0.015119,-0.490333,-1.353595,-2.289039,-1.846906,2.754236,-0.086625,0.298174,-1.417343,0.972935,-1.70625,-0.676964,0.650266,-0.708621,-0.000143,-0.000385,-0.000155,-1e-06,-3.8e-05,0.000101,0.000117,0.000326,0.6489930774071743,0.5405129011957206,0.5572687224669604,0.6331812460667087,0.4900881057268722,0.4882787916928886,0.5283983637507866,0.3838892385147892,0.322402,-0.508076,-0.194424,0.126447,-0.141303,-0.128149,-0.190613,-0.213185,0.516113,-0.842501,-0.138745,-0.036198,0.037440,-0.102942,0.030762,0.556090,0.32318,-0.52761,-0.31678,-0.06857,-0.22411,-0.25768,-0.21973,-0.31464,1.99872,1.99974,1.99902,1.99897,1.99910,1.99909,1.99904,1.99944,3.65708,6.51635,4.30570,4.05542,4.21096,4.24479,4.20804,4.30116,0.02101,0.01151,0.01206,0.01417,0.01404,0.01380,0.01265,0.01405,5.67682,8.52761,6.31678,6.06857,6.22411,6.25768,6.21973,6.31464,40.3509,237.6286,87.2039,69.3117,69.4341,76.4708,65.7579,137.3434,123.3532,91.3597,142.2676,153.0062,160.0742,153.1989,142.1654,65.1969,0.301261,-0.453773,-0.076790,0.119926,-0.045360,0.022755,-0.106214,0.289746,0.32745,-0.44275,-0.33145,-0.08991,-0.27719,-0.17008,-0.28673,-0.32297,1.99874,1.99975,1.99906,1.99901,1.99915,1.99912,1.99908,1.99942,3.65127,6.43143,4.31495,4.07295,4.25861,4.15464,4.26936,4.30937,0.02255,0.01157,0.01744,0.01795,0.01944,0.01633,0.01829,0.01418,5.67255,8.44275,6.33145,6.08991,6.27719,6.17008,6.28673,6.32297,239.08,210.88,179.86,179.15,169.03,160.83,159.8,156.94,155.82,153.88,0.0286,0.0826,0.4294,0.529,0.0009,0.001,0.0053,0.0002,0.004,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
COc1nc(OC)nc(n1)Oc1ccccc1OC,32,0,1,2.6158,263.2524,2290.8,5744.2683,-930.219132111,0.249312,0.266775,0.267719,0.202462,-929.991736,-929.974273,-929.973329,-930.038586,C12H13N3O4,1.0,-0.22283,-0.02046,0.121645,0.101185,12.6707,2118.99,5494.5888,-1.835092,-0.627206,-2.138584,-2.780402,-3.387791,-4.342904,-4.038904,0.543279,-0.399629,-1.09633,0.612414,-0.820652,1.225058,0.808174,-0.199084,-0.500031,-0.615777,-0.741546,-1.526004,0.333204,-1.510083,-0.578402,0.330161,-0.437634,0.683920704845815,0.6112334801762115,0.5538860918816866,0.6412051604782882,0.48757079924480806,0.4892227816236627,0.5159691629955947,0.639159848961611,0.308886,-0.532736,-0.149060,0.346192,-0.147730,-0.125963,-0.185551,0.668656,0.439751,-1.033843,-0.032493,0.510249,-0.086103,0.033757,-0.106228,1.443854,0.22767,-0.49775,-0.24481,0.29491,-0.25216,-0.23067,-0.26271,0.76453,1.99862,1.99968,1.99901,1.99868,1.99909,1.99910,1.99904,1.99916,3.75230,6.48579,4.23238,3.68364,4.23928,4.21812,4.24970,3.19921,0.02141,0.01228,0.01343,0.02277,0.01379,0.01345,0.01397,0.03710,5.77233,8.49775,6.24481,5.70509,6.25216,6.23067,6.26271,5.23547,53.7774,148.0094,70.5028,45.8626,75.5413,70.2816,73.4701,22.4998,91.8767,117.8979,144.7449,120.1768,153.241,161.5711,136.5052,95.7963,0.423768,-0.563365,0.082721,0.366496,0.087241,0.056084,0.027270,0.502647,0.38486,-0.54134,-0.25002,0.37258,-0.10642,-0.22817,-0.23286,0.51790,1.99868,1.99967,1.99902,1.99864,1.99910,1.99913,1.99907,1.99916,3.59440,6.52974,4.23641,3.60675,4.09385,4.21479,4.21938,3.44489,0.02205,0.01193,0.01459,0.02202,0.01347,0.01425,0.01441,0.03805,5.61514,8.54134,6.25002,5.62742,6.10642,6.22817,6.23286,5.48210,257.07,249.53,239.2,228.81,223.86,218.94,217.5,212.17,211.49,209.48,0.0148,0.0193,0.0017,0.0566,0.0033,0.0125,0.0024,0.0006,0.0484,0.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
