,number_of_atoms,charge,multiplicity,dipole,molar_mass,molar_volume,electronic_spatial_extent,E_scf,zero_point_correction,E_thermal_correction,H_thermal_correction,G_thermal_correction,E_zpe,E,H,G,stoichiometry,converged,homo_energy,lumo_energy,electronegativity,hardness,ES_root_dipole,ES_root_molar_volume,ES_root_electronic_spatial_extent,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,VBur_0,VBur_1,VBur_2,VBur_3,VBur_4,VBur_5,VBur_6,VBur_7,Mulliken_charge_0,Mulliken_charge_1,Mulliken_charge_2,Mulliken_charge_3,Mulliken_charge_4,Mulliken_charge_5,Mulliken_charge_6,Mulliken_charge_7,APT_charge_0,APT_charge_1,APT_charge_2,APT_charge_3,APT_charge_4,APT_charge_5,APT_charge_6,APT_charge_7,NPA_charge_0,NPA_charge_1,NPA_charge_2,NPA_charge_3,NPA_charge_4,NPA_charge_5,NPA_charge_6,NPA_charge_7,NPA_core_0,NPA_core_1,NPA_core_2,NPA_core_3,NPA_core_4,NPA_core_5,NPA_core_6,NPA_core_7,NPA_valence_0,NPA_valence_1,NPA_valence_2,NPA_valence_3,NPA_valence_4,NPA_valence_5,NPA_valence_6,NPA_valence_7,NPA_Rydberg_0,NPA_Rydberg_1,NPA_Rydberg_2,NPA_Rydberg_3,NPA_Rydberg_4,NPA_Rydberg_5,NPA_Rydberg_6,NPA_Rydberg_7,NPA_total_0,NPA_total_1,NPA_total_2,NPA_total_3,NPA_total_4,NPA_total_5,NPA_total_6,NPA_total_7,NMR_shift_0,NMR_shift_1,NMR_shift_2,NMR_shift_3,NMR_shift_4,NMR_shift_5,NMR_shift_6,NMR_shift_7,NMR_anisotropy_0,NMR_anisotropy_1,NMR_anisotropy_2,NMR_anisotropy_3,NMR_anisotropy_4,NMR_anisotropy_5,NMR_anisotropy_6,NMR_anisotropy_7,ES_root_Mulliken_charge_0,ES_root_Mulliken_charge_1,ES_root_Mulliken_charge_2,ES_root_Mulliken_charge_3,ES_root_Mulliken_charge_4,ES_root_Mulliken_charge_5,ES_root_Mulliken_charge_6,ES_root_Mulliken_charge_7,ES_root_NPA_charge_0,ES_root_NPA_charge_1,ES_root_NPA_charge_2,ES_root_NPA_charge_3,ES_root_NPA_charge_4,ES_root_NPA_charge_5,ES_root_NPA_charge_6,ES_root_NPA_charge_7,ES_root_NPA_core_0,ES_root_NPA_core_1,ES_root_NPA_core_2,ES_root_NPA_core_3,ES_root_NPA_core_4,ES_root_NPA_core_5,ES_root_NPA_core_6,ES_root_NPA_core_7,ES_root_NPA_valence_0,ES_root_NPA_valence_1,ES_root_NPA_valence_2,ES_root_NPA_valence_3,ES_root_NPA_valence_4,ES_root_NPA_valence_5,ES_root_NPA_valence_6,ES_root_NPA_valence_7,ES_root_NPA_Rydberg_0,ES_root_NPA_Rydberg_1,ES_root_NPA_Rydberg_2,ES_root_NPA_Rydberg_3,ES_root_NPA_Rydberg_4,ES_root_NPA_Rydberg_5,ES_root_NPA_Rydberg_6,ES_root_NPA_Rydberg_7,ES_root_NPA_total_0,ES_root_NPA_total_1,ES_root_NPA_total_2,ES_root_NPA_total_3,ES_root_NPA_total_4,ES_root_NPA_total_5,ES_root_NPA_total_6,ES_root_NPA_total_7,ES_transition_0,ES_transition_1,ES_transition_2,ES_transition_3,ES_transition_4,ES_transition_5,ES_transition_6,ES_transition_7,ES_transition_8,ES_transition_9,ES_osc_strength_0,ES_osc_strength_1,ES_osc_strength_2,ES_osc_strength_3,ES_osc_strength_4,ES_osc_strength_5,ES_osc_strength_6,ES_osc_strength_7,ES_osc_strength_8,ES_osc_strength_9,ES_<S**2>_0,ES_<S**2>_1,ES_<S**2>_2,ES_<S**2>_3,ES_<S**2>_4,ES_<S**2>_5,ES_<S**2>_6,ES_<S**2>_7,ES_<S**2>_8,ES_<S**2>_9,at_0,at_1,at_2,at_3,at_4,at_5,at_6,at_7
CCN(C(=O)Oc1cccc2c1OC(C2)(C)C)CC,40,0,1,2.8176,263.3358,2045.706,6335.2281,-864.685576291,0.342027,0.361279,0.362223,0.29311,-864.354445,-864.335193,-864.334249,-864.403361,C15H21NO3,1.0,-0.2063,0.00327,0.10151500000000001,0.104785,3.7886,2318.467,5751.1509,-0.346053,0.862063,-0.535005,-1.439741,-1.797566,-2.893723,-2.70415,1.959127,1.185647,0.58814,2.568245,0.357219,3.102375,2.263315,0.886612,0.819483,-0.46441,-0.796725,-0.436772,-0.22208,-0.167496,0.069144,0.038467,0.012383,0.6524543738200126,0.6339679043423537,0.5539647577092511,0.6790434235368156,0.49103209565764633,0.5121932032724984,0.6614222781623663,0.6358558842039018,0.296513,-0.564520,-0.144031,0.333611,-0.153516,-0.197950,0.103594,0.791573,0.527477,-1.042963,-0.033268,0.382582,-0.109191,0.031657,-0.032771,1.555486,0.26047,-0.56059,-0.24443,0.29551,-0.25176,-0.22470,-0.09232,0.94462,1.99862,1.99969,1.99902,1.99864,1.99912,1.99901,1.99898,1.99937,3.71881,6.55016,4.23221,3.68264,4.23894,4.21298,4.07848,3.01030,0.02210,0.01074,0.01319,0.02320,0.01371,0.01271,0.01486,0.04571,5.73953,8.56059,6.24443,5.70449,6.25176,6.22470,6.09232,5.05538,59.5834,156.5268,70.0323,45.7508,76.1858,74.9236,67.8048,46.3876,88.7178,162.9701,149.4543,92.9547,147.5465,151.4042,116.1594,76.223,0.287088,-0.557252,-0.042685,0.319130,0.005960,-0.113527,0.098215,0.787395,0.23307,-0.54989,-0.32579,0.31543,-0.15245,-0.30492,-0.12111,0.93749,1.99865,1.99970,1.99906,1.99864,1.99914,1.99905,1.99901,1.99937,3.74249,6.53917,4.30830,3.66164,4.13782,4.28660,4.10394,3.01740,0.02579,0.01102,0.01843,0.02429,0.01549,0.01927,0.01816,0.04575,5.76693,8.54989,6.32579,5.68457,6.15245,6.30492,6.12111,5.06251,251.19,217.85,211.47,196.77,194.89,193.16,191.51,185.85,181.52,179.93,0.0678,0.0319,0.028,0.0882,0.0162,0.0875,0.3389,0.4056,0.0229,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
CCN(C(=O)Oc1cccc2c1c1ccccc1[nH]2)CC,39,0,1,1.9328,282.3414,2765.189,7098.3597,-918.633642557,0.32214,0.341035,0.341979,0.27309,-918.325311,-918.306416,-918.305472,-918.374361,C17H18N2O2,1.0,-0.19787,-0.02248,0.110175,0.087695,1.8852,2513.808,6776.362,0.134332,-0.944721,-0.001177,1.399754,1.135861,2.415292,2.528961,-2.082621,1.249262,0.391803,2.632931,0.665212,3.44908,2.913644,1.522485,0.547916,0.205245,0.39676,0.235952,0.074009,0.131848,0.006476,-0.018672,-0.376464,0.6598489616110762,0.6560730018879799,0.559078036500944,0.677863436123348,0.4922120830711139,0.5052706104468219,0.6257866582756451,0.6347545626179988,0.297106,-0.578303,-0.152286,0.026166,-0.153912,-0.175369,0.333861,0.789784,0.698564,-1.086478,-0.223842,-0.116589,0.067514,-0.108343,0.318482,1.607738,0.33864,-0.56564,-0.28729,-0.11481,-0.21583,-0.28426,0.18498,0.94327,1.99864,1.99969,1.99901,1.99890,1.99913,1.99900,1.99900,1.99936,3.64172,6.55600,4.27528,4.10132,4.20285,4.27262,3.79765,3.01168,0.02099,0.00995,0.01300,0.01459,0.01385,0.01263,0.01837,0.04569,5.66136,8.56564,6.28729,6.11481,6.21583,6.28426,5.81502,5.05673,48.2137,145.603,80.3763,79.4868,70.0794,90.6443,57.166,46.5873,96.6467,137.6223,137.7701,128.5104,158.5047,129.9175,130.6022,78.7664,0.273253,-0.569976,0.028257,0.036149,-0.057480,-0.044423,0.314857,0.788269,0.29812,-0.55661,-0.20620,-0.11840,-0.29035,-0.25830,0.16048,0.93977,1.99865,1.99969,1.99903,1.99893,1.99915,1.99901,1.99899,1.99936,3.68032,6.54673,4.19356,4.10319,4.27490,4.24443,3.82141,3.01508,0.02290,0.01018,0.01362,0.01628,0.01629,0.01485,0.01912,0.04579,5.70188,8.55661,6.20620,6.11840,6.29035,6.25830,5.83952,5.06023,300.19,270.68,237.33,233.31,230.09,228.82,210.31,208.84,207.04,201.06,0.0537,0.107,0.0796,0.3355,0.1104,0.1603,0.0159,0.1019,0.4025,0.0838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
CCN(C(=O)Oc1cccc2c1cccc2)CC,35,0,1,2.5467,243.3048,1994.93,5513.4876,-787.060049168,0.293172,0.30983,0.310774,0.246966,-786.776255,-786.759597,-786.758653,-786.822461,C15H17NO2,1.0,-0.20711,-0.03461,0.12086,0.08625,3.0716,1994.93,5387.7428,0.702392,-0.548651,0.891095,1.790986,2.196566,3.281481,3.109492,-1.629346,0.658601,0.066012,2.010155,-0.224615,2.548178,1.734686,0.336365,0.564166,0.276408,0.420975,0.448619,0.025652,0.373759,0.141331,-0.035761,-0.287953,0.6611862806796728,0.6489144115796098,0.5589993706733795,0.6758181246066709,0.4894587791063562,0.5236784140969163,0.6489144115796098,0.6316079295154186,0.294132,-0.569138,-0.141808,0.087036,-0.149995,-0.182409,0.126188,0.789069,0.625802,-1.109544,-0.114732,-0.067641,0.043641,-0.064145,0.016824,1.614569,0.33153,-0.56897,-0.26009,-0.08463,-0.22429,-0.21841,-0.05186,0.94367,1.99867,1.99969,1.99899,1.99894,1.99910,1.99905,1.99902,1.99936,3.64861,6.55936,4.24800,4.07182,4.21127,4.20654,4.03890,3.01131,0.02119,0.00991,0.01309,0.01387,0.01392,0.01281,0.01395,0.04566,5.66847,8.56897,6.26009,6.08463,6.22429,6.21841,6.05186,5.05633,48.2364,148.903,75.5238,69.4167,70.3302,71.4991,62.4341,46.5449,99.7421,145.1872,147.7222,179.9607,158.8607,140.7671,195.1356,79.4152,0.281011,-0.545429,0.024415,0.104709,-0.012226,-0.042507,0.133045,0.788277,0.34901,-0.53895,-0.24586,-0.08304,-0.23371,-0.17825,-0.05734,0.93590,1.99866,1.99969,1.99901,1.99896,1.99912,1.99905,1.99904,1.99936,3.62942,6.52893,4.23185,4.06895,4.21902,4.16395,4.04310,3.01904,0.02292,0.01033,0.01500,0.01513,0.01557,0.01526,0.01521,0.04571,5.65099,8.53895,6.24586,6.08304,6.23371,6.17825,6.05734,5.06410,287.87,277.32,244.52,221.42,218.45,212.24,206.77,202.02,198.88,197.16,0.1162,0.0009,0.0121,0.0426,0.0713,0.0877,0.6866,0.1683,0.1414,0.1546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
CCN(C(=O)Oc1ccccc1)CC,29,0,1,2.3909,193.245,1582.669,3587.7067,-633.423531491,0.246247,0.260278,0.261223,0.203738,-633.180466,-633.166435,-633.165491,-633.222976,C11H15NO2,1.0,-0.23035,0.0028,0.113775,0.116575,3.2985,1780.502,3592.8923,1.520946,0.167237,2.360676,2.039024,3.740398,4.275169,3.4208,-0.785048,0.152225,0.459693,1.215018,-1.109978,1.014262,-0.243365,-1.297832,-0.398934,0.115656,0.222434,-0.21475,0.409179,-0.254442,0.029703,0.358349,-0.292004,0.6287759597230963,0.6122561359345501,0.5158118313404657,0.5586060415355569,0.48875078665827565,0.48764946507237256,0.49103209565764633,0.6233480176211453,0.355836,-0.562862,-0.168132,-0.136109,-0.139451,-0.124408,-0.145196,0.789560,0.650600,-1.079039,-0.119756,-0.118924,0.024582,-0.068303,0.038768,1.582197,0.30467,-0.56404,-0.26562,-0.26298,-0.22755,-0.24734,-0.22426,0.94422,1.99871,1.99969,1.99900,1.99900,1.99910,1.99909,1.99911,1.99937,3.67537,6.55418,4.25312,4.25110,4.21488,4.23474,4.21148,3.01085,0.02125,0.01018,0.01349,0.01288,0.01357,0.01350,0.01367,0.04557,5.69533,8.56404,6.26562,6.26298,6.22755,6.24734,6.22426,5.05578,44.6323,142.8883,76.445,73.2462,68.0359,72.7855,67.8348,46.8028,111.9794,131.7439,138.9843,154.1083,163.4325,162.2585,163.744,78.1275,0.343802,-0.533767,-0.042159,0.005756,-0.027990,0.019137,-0.031617,0.788964,0.31454,-0.52320,-0.27778,-0.27912,-0.25749,-0.19730,-0.25404,0.93511,1.99874,1.99969,1.99905,1.99904,1.99915,1.99913,1.99915,1.99936,3.66340,6.51300,4.25971,4.26223,4.23974,4.18134,4.23629,3.02004,0.02332,0.01051,0.01902,0.01785,0.01860,0.01682,0.01859,0.04549,5.68546,8.52320,6.27778,6.27912,6.25749,6.19730,6.25404,5.06489,230.88,209.4,205.84,202.52,194.25,187.74,180.78,177.1,174.5,170.89,0.0045,0.1664,0.003,0.0028,0.0309,0.1999,0.3155,0.2597,0.0362,0.1613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
CCN(C(=O)Oc1ccccc1/C=C/c1ccccc1)CC,43,0,1,2.717,295.3804,2402.645,8415.3727,-941.871649647,0.360789,0.381845,0.382789,0.307327,-941.525729,-941.504673,-941.503729,-941.579192,C19H21NO2,1.0,-0.2025,-0.04854,0.12552000000000002,0.07698,2.6431,2505.616,8977.3157,1.259487,1.572625,2.244072,-0.098534,1.888304,0.550444,-0.421547,2.571016,1.628393,0.297265,2.612898,1.937748,3.948165,4.290371,3.298023,-0.32468,0.140864,0.409514,0.187153,-0.072931,0.014129,-0.202333,-0.24788,-0.321789,0.6669288860918817,0.6531623662680931,0.5580553807426054,0.6535556954059156,0.4893801132787917,0.486941472624292,0.5495594713656388,0.6359345500314664,0.284946,-0.567032,-0.130329,0.136420,-0.146169,-0.122108,-0.202855,0.788015,0.526697,-1.079758,-0.056912,0.028392,-0.019109,-0.063155,-0.057306,1.611658,0.32743,-0.56949,-0.25460,-0.09987,-0.22378,-0.24058,-0.20591,0.94184,1.99868,1.99969,1.99900,1.99894,1.99910,1.99910,1.99907,1.99936,3.65301,6.55989,4.24233,4.08587,4.21099,4.22776,4.19460,3.01304,0.02088,0.00991,0.01327,0.01507,0.01368,0.01373,0.01225,0.04576,5.67257,8.56949,6.25460,6.09987,6.22378,6.24058,6.20591,5.05816,46.2756,147.8758,71.2832,66.1553,68.6626,71.8458,71.1426,46.7171,103.9026,153.8821,149.8477,158.6138,160.8788,159.9246,156.3596,78.5368,0.296720,-0.553340,0.015789,0.143800,-0.015877,0.020638,-0.082074,0.788116,0.35451,-0.55158,-0.27376,-0.07765,-0.22314,-0.21953,-0.24128,0.93773,1.99867,1.99969,1.99901,1.99895,1.99910,1.99910,1.99907,1.99936,3.62561,6.54176,4.26071,4.06231,4.20878,4.20634,4.22784,3.01728,0.02121,0.01013,0.01404,0.01639,0.01527,0.01408,0.01437,0.04563,5.64549,8.55158,6.27376,6.07765,6.22314,6.21953,6.24128,5.06227,311.28,277.78,267.86,260.41,245.12,239.31,236.36,228.09,215.87,205.75,0.8677,0.0421,0.0028,0.0074,0.0247,0.071,0.0832,0.0075,0.0178,0.0497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
CCN(C(=O)Oc1ccccc1C(=O)N(CC)CC)CC,45,0,1,4.3423,292.3772,2699.46,7775.1238,-959.343474331,0.387323,0.410085,0.41103,0.33264,-958.984713,-958.96195,-958.961006,-959.039396,C16H24N2O3,1.0,-0.22798,-0.01763,0.122805,0.10517499999999999,5.6973,2856.406,6870.948,0.0406,-0.902069,-0.130672,1.23968,0.88998,2.078493,2.24991,-2.243384,1.504925,0.527694,2.843557,1.05781,3.757226,3.340094,1.994578,0.739493,0.221926,0.499991,0.578194,-0.355794,0.313442,-0.28567,-0.60795,0.221161,0.68313404657017,0.6677942101950912,0.559550031466331,0.7145217117684078,0.4907174323473883,0.49103209565764633,0.5892070484581498,0.6365638766519823,0.331077,-0.560573,-0.141810,-0.006449,-0.140685,-0.125395,-0.173662,0.800876,0.613929,-1.070312,-0.124991,-0.178691,0.048001,-0.068725,-0.017547,1.577746,0.33490,-0.56004,-0.25904,-0.16460,-0.21889,-0.24372,-0.21613,0.95052,1.99866,1.99968,1.99901,1.99885,1.99910,1.99908,1.99904,1.99935,3.64520,6.55031,4.24664,4.14902,4.20621,4.23074,4.20364,3.00476,0.02124,0.01004,0.01339,0.01673,0.01358,0.01389,0.01344,0.04537,5.66510,8.56004,6.25904,6.16460,6.21889,6.24372,6.21613,5.04948,44.6896,149.6577,70.8319,66.3445,66.8374,73.7541,70.0093,46.5744,110.3222,150.0621,158.0848,137.9247,164.9811,160.2237,155.0406,81.5559,0.312266,-0.560013,0.011792,-0.040492,-0.057118,-0.001456,-0.068594,0.793423,0.31128,-0.55785,-0.26486,-0.22285,-0.28364,-0.23115,-0.25391,0.94469,1.99865,1.99969,1.99902,1.99882,1.99911,1.99908,1.99902,1.99936,3.66795,6.54803,4.25186,4.20530,4.26848,4.21753,4.23940,3.01065,0.02212,0.01014,0.01398,0.01873,0.01605,0.01454,0.01549,0.04530,5.68872,8.55785,6.26486,6.22285,6.28364,6.23115,6.25391,5.05531,253.38,244.98,233.33,231.25,221.59,217.75,213.32,209.89,207.18,203.62,0.0213,0.0154,0.0205,0.0313,0.0568,0.0249,0.033,0.022,0.013,0.0152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
CCN(C(=O)Oc1ccccc1C)CC,32,0,1,2.7582,207.2718,1839.307,3963.1058,-672.738480054,0.27394,0.289727,0.290671,0.229089,-672.470802,-672.455016,-672.454072,-672.515654,C12H17NO2,1.0,-0.22678,0.00577,0.110505,0.116275,3.2539,1863.195,3894.7953,1.404997,0.059698,1.893487,2.247327,3.261561,4.125952,3.616074,-0.920176,-0.013964,0.355383,-1.078563,0.80209,-1.349833,-0.555062,0.509585,-0.596448,0.165945,0.205738,0.920539,-0.602086,0.909622,0.156993,-0.586638,-0.003887,0.6667715544367526,0.6544210195091252,0.559550031466331,0.6374292007551919,0.49103209565764633,0.48875078665827565,0.5282410320956576,0.6320799244808055,0.298239,-0.564815,-0.130815,0.142458,-0.149763,-0.118117,-0.199201,0.788738,0.574148,-1.063393,-0.091884,-0.015739,0.004463,-0.040924,-0.021548,1.571374,0.30939,-0.56886,-0.25387,-0.06243,-0.23174,-0.23997,-0.22477,0.94374,1.99864,1.99969,1.99900,1.99895,1.99910,1.99909,1.99904,1.99937,3.67147,6.55924,4.24167,4.04970,4.21900,4.22722,4.21315,3.01126,0.02051,0.00993,0.01320,0.01378,0.01364,0.01366,0.01258,0.04564,5.69061,8.56886,6.25387,6.06243,6.23174,6.23997,6.22477,5.05626,45.742,144.5166,72.3225,67.33,69.7071,72.5589,65.9459,46.8624,105.2382,134.9609,151.9849,157.1774,159.5851,159.5954,141.8551,78.2102,0.287385,-0.542711,0.004116,0.143603,-0.025689,0.014430,-0.091512,0.787859,0.30895,-0.53861,-0.27533,-0.05353,-0.23394,-0.21425,-0.24848,0.93591,1.99867,1.99969,1.99904,1.99898,1.99914,1.99913,1.99908,1.99936,3.66935,6.52869,4.25797,4.03774,4.21689,4.19765,4.23175,3.01916,0.02302,0.01023,0.01831,0.01680,0.01791,0.01746,0.01765,0.04557,5.69105,8.53861,6.27533,6.05353,6.23394,6.21425,6.24848,5.06409,232.7,211.51,202.6,201.94,193.18,186.14,182.8,179.84,175.88,173.82,0.0027,0.1305,0.0202,0.0026,0.0187,0.3565,0.1658,0.2642,0.1442,0.0815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
CCN(C(=O)Oc1ccccc1Cc1ccccc1)CC,42,0,1,2.4157,283.3694,2542.055,6829.6215,-903.783087294,0.355822,0.375896,0.37684,0.303813,-903.438238,-903.418164,-903.41722,-903.490247,C18H21NO2,1.0,-0.22655,-0.00213,0.11434,0.11221,2.6456,2416.521,7033.6705,0.309144,1.362035,0.631835,-1.004944,-0.373761,-1.696093,-1.999058,1.782727,1.694238,0.851089,2.878078,1.381465,3.78609,3.500652,2.313151,-0.088031,0.180451,0.560639,-0.481474,0.542807,-0.800953,-0.452319,0.208701,-0.359765,0.684235368156073,0.6527690371302706,0.5398835745752045,0.7119257394587791,0.4881214600377596,0.48780679672750155,0.5611233480176211,0.6622876022655758,0.280834,-0.573525,-0.138555,0.183449,-0.145929,-0.116069,-0.199878,0.793615,0.539257,-0.989708,-0.083548,-0.020344,-0.013207,-0.018289,-0.043328,1.532964,0.30526,-0.57285,-0.25114,-0.05205,-0.23009,-0.23444,-0.21286,0.94517,1.99860,1.99970,1.99898,1.99890,1.99910,1.99910,1.99904,1.99936,3.67457,6.56314,4.23883,4.03763,4.21742,4.22165,4.20128,3.00981,0.02157,0.01001,0.01333,0.01552,0.01357,0.01369,0.01255,0.04565,5.69474,8.57285,6.25114,6.05205,6.23009,6.23444,6.21286,5.05483,46.1676,145.9562,72.556,58.623,69.8564,70.577,64.3186,44.547,101.7951,135.9834,141.2254,166.9492,159.2941,162.4381,161.9084,67.1269,0.265101,-0.566585,-0.018929,0.182278,-0.016434,-0.003034,-0.080724,0.794084,0.28904,-0.56497,-0.26643,-0.04536,-0.21868,-0.24833,-0.22842,0.94337,1.99863,1.99970,1.99902,1.99893,1.99913,1.99913,1.99906,1.99936,3.68838,6.55498,4.24989,4.02850,4.20307,4.23167,4.21283,3.01139,0.02396,0.01030,0.01753,0.01793,0.01648,0.01753,0.01653,0.04587,5.71096,8.56497,6.26643,6.04536,6.21868,6.24833,6.22842,5.05663,234.21,230.9,223.76,214.24,213.09,209.05,208.2,206.87,205.85,204.63,0.0047,0.0142,0.019,0.0713,0.0287,0.001,0.0021,0.0048,0.0253,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
CCN(C(=O)Oc1ccccc1F)CC,29,0,1,2.1651,211.2355,1645.631,3932.3203,-732.651475444,0.238101,0.252972,0.253916,0.194294,-732.418563,-732.403692,-732.402748,-732.462371,C11H14FNO2,1.0,-0.2353,-0.00598,0.12064000000000001,0.11466,2.4387,1779.06,3798.0933,-1.360986,-0.032804,-1.897414,-2.207754,-3.269406,-4.106326,-3.574213,0.949291,-0.175049,0.14771,-1.44144,0.868829,-1.647747,-0.59415,0.67684,-0.569356,0.257191,0.463137,0.483042,-0.121919,0.327153,-0.04474,-0.269993,-0.205197,0.6519823788546255,0.638058527375708,0.5540434235368156,0.5763058527375708,0.4907174323473883,0.48859345500314666,0.5055066079295154,0.6272813089993706,0.291316,-0.556331,-0.136323,0.341074,-0.145038,-0.124671,-0.205146,0.790671,0.551920,-1.047473,-0.051969,0.449553,-0.035440,-0.010573,-0.073900,1.572793,0.24201,-0.56117,-0.24571,0.39322,-0.24277,-0.23210,-0.29894,0.94436,1.99865,1.99969,1.99902,1.99836,1.99910,1.99911,1.99901,1.99936,3.73738,6.55028,4.23338,3.58203,4.23014,4.21957,4.28576,3.01080,0.02196,0.01120,0.01332,0.02639,0.01352,0.01342,0.01417,0.04548,5.75799,8.56117,6.24571,5.60678,6.24277,6.23210,6.29894,5.05564,55.094,160.3229,69.1764,41.2139,73.2095,71.5572,79.4602,46.9111,99.913,164.3085,153.2863,90.2811,157.8804,160.1833,135.9273,81.3163,0.281543,-0.536462,-0.010867,0.337326,-0.001561,0.008622,-0.079315,0.790359,0.23721,-0.53254,-0.30577,0.40822,-0.20389,-0.22735,-0.34110,0.93693,1.99869,1.99969,1.99906,1.99839,1.99914,1.99915,1.99905,1.99936,3.73936,6.52133,4.28770,3.56532,4.18753,4.21067,4.32202,3.01831,0.02475,0.01151,0.01901,0.02807,0.01722,0.01754,0.02003,0.04541,5.76279,8.53254,6.30577,5.59178,6.20389,6.22735,6.34110,5.06307,231.76,214.73,206.34,202.74,195.53,185.86,180.87,177.97,176.33,172.68,0.0234,0.0431,0.0649,0.003,0.0295,0.1554,0.3223,0.2504,0.1678,0.1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
CCN(C(=O)Oc1ccccc1NC(=O)OC(C)(C)C)CC,46,0,1,1.8321,308.3766,2978.315,9806.3937,-1034.60136658,0.391055,0.414738,0.415682,0.335197,-1034.2235,-1034.199817,-1034.198873,-1034.279358,C16H24N2O4,1.0,-0.21133,-0.00073,0.10603,0.10529999999999999,2.4493,2561.992,9386.762,-0.833093,-1.67915,-1.321589,0.548751,-0.430561,0.939589,1.432381,-2.718734,1.292032,0.183092,2.590243,1.021461,3.662849,3.413674,2.110345,0.055721,0.26318,0.355206,0.325377,0.193379,0.311858,0.246586,0.191521,-0.559976,0.6678728760226558,0.6556796727501574,0.5563247325361863,0.650959723096287,0.48882945248584014,0.4896161107614852,0.5587633731906859,0.6432504719949654,0.311173,-0.594440,-0.139907,0.336846,-0.144931,-0.135452,-0.179813,0.789684,0.448912,-1.066922,-0.010834,0.433183,-0.086981,0.019703,-0.107882,1.578820,0.27815,-0.58306,-0.24664,0.13226,-0.24785,-0.22826,-0.25907,0.94269,1.99868,1.99970,1.99900,1.99887,1.99909,1.99911,1.99906,1.99937,3.70240,6.57365,4.23440,3.85059,4.23498,4.21558,4.24750,3.01233,0.02077,0.00971,0.01324,0.01828,0.01378,0.01357,0.01251,0.04561,5.72185,8.58306,6.24664,5.86774,6.24785,6.22826,6.25907,5.05731,58.158,155.356,72.1997,65.1201,75.6671,70.8626,78.8713,47.1278,91.2064,136.8024,149.2948,128.8478,152.4746,160.9989,150.4219,79.8622,0.302777,-0.585897,-0.040038,0.324749,0.007383,-0.032346,-0.045154,0.783573,0.27715,-0.57146,-0.33091,0.12926,-0.17926,-0.26053,-0.30778,0.93275,1.99870,1.99970,1.99903,1.99888,1.99912,1.99914,1.99908,1.99936,3.70034,6.56179,4.31224,3.85138,4.16411,4.24352,4.29038,3.02209,0.02381,0.00997,0.01964,0.02048,0.01603,0.01787,0.01832,0.04580,5.72285,8.57146,6.33091,5.87074,6.17926,6.26053,6.30778,5.06725,249.32,230.28,203.78,202.83,202.12,200.23,193.6,191.47,189.15,183.72,0.0279,0.3794,0.1162,0.0756,0.0017,0.0661,0.1877,0.262,0.071,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,O,C,C,C,C,C,C
