,number_of_atoms,charge,multiplicity,dipole,molar_mass,molar_volume,electronic_spatial_extent,E_scf,zero_point_correction,E_thermal_correction,H_thermal_correction,G_thermal_correction,E_zpe,E,H,G,stoichiometry,converged,homo_energy,lumo_energy,electronegativity,hardness,ES_root_dipole,ES_root_molar_volume,ES_root_electronic_spatial_extent,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,VBur_0,VBur_1,VBur_2,VBur_3,VBur_4,VBur_5,VBur_6,VBur_7,Mulliken_charge_0,Mulliken_charge_1,Mulliken_charge_2,Mulliken_charge_3,Mulliken_charge_4,Mulliken_charge_5,Mulliken_charge_6,Mulliken_charge_7,APT_charge_0,APT_charge_1,APT_charge_2,APT_charge_3,APT_charge_4,APT_charge_5,APT_charge_6,APT_charge_7,NPA_charge_0,NPA_charge_1,NPA_charge_2,NPA_charge_3,NPA_charge_4,NPA_charge_5,NPA_charge_6,NPA_charge_7,NPA_core_0,NPA_core_1,NPA_core_2,NPA_core_3,NPA_core_4,NPA_core_5,NPA_core_6,NPA_core_7,NPA_valence_0,NPA_valence_1,NPA_valence_2,NPA_valence_3,NPA_valence_4,NPA_valence_5,NPA_valence_6,NPA_valence_7,NPA_Rydberg_0,NPA_Rydberg_1,NPA_Rydberg_2,NPA_Rydberg_3,NPA_Rydberg_4,NPA_Rydberg_5,NPA_Rydberg_6,NPA_Rydberg_7,NPA_total_0,NPA_total_1,NPA_total_2,NPA_total_3,NPA_total_4,NPA_total_5,NPA_total_6,NPA_total_7,NMR_shift_0,NMR_shift_1,NMR_shift_2,NMR_shift_3,NMR_shift_4,NMR_shift_5,NMR_shift_6,NMR_shift_7,NMR_anisotropy_0,NMR_anisotropy_1,NMR_anisotropy_2,NMR_anisotropy_3,NMR_anisotropy_4,NMR_anisotropy_5,NMR_anisotropy_6,NMR_anisotropy_7,ES_root_Mulliken_charge_0,ES_root_Mulliken_charge_1,ES_root_Mulliken_charge_2,ES_root_Mulliken_charge_3,ES_root_Mulliken_charge_4,ES_root_Mulliken_charge_5,ES_root_Mulliken_charge_6,ES_root_Mulliken_charge_7,ES_root_NPA_charge_0,ES_root_NPA_charge_1,ES_root_NPA_charge_2,ES_root_NPA_charge_3,ES_root_NPA_charge_4,ES_root_NPA_charge_5,ES_root_NPA_charge_6,ES_root_NPA_charge_7,ES_root_NPA_core_0,ES_root_NPA_core_1,ES_root_NPA_core_2,ES_root_NPA_core_3,ES_root_NPA_core_4,ES_root_NPA_core_5,ES_root_NPA_core_6,ES_root_NPA_core_7,ES_root_NPA_valence_0,ES_root_NPA_valence_1,ES_root_NPA_valence_2,ES_root_NPA_valence_3,ES_root_NPA_valence_4,ES_root_NPA_valence_5,ES_root_NPA_valence_6,ES_root_NPA_valence_7,ES_root_NPA_Rydberg_0,ES_root_NPA_Rydberg_1,ES_root_NPA_Rydberg_2,ES_root_NPA_Rydberg_3,ES_root_NPA_Rydberg_4,ES_root_NPA_Rydberg_5,ES_root_NPA_Rydberg_6,ES_root_NPA_Rydberg_7,ES_root_NPA_total_0,ES_root_NPA_total_1,ES_root_NPA_total_2,ES_root_NPA_total_3,ES_root_NPA_total_4,ES_root_NPA_total_5,ES_root_NPA_total_6,ES_root_NPA_total_7,ES_transition_0,ES_transition_1,ES_transition_2,ES_transition_3,ES_transition_4,ES_transition_5,ES_transition_6,ES_transition_7,ES_transition_8,ES_transition_9,ES_osc_strength_0,ES_osc_strength_1,ES_osc_strength_2,ES_osc_strength_3,ES_osc_strength_4,ES_osc_strength_5,ES_osc_strength_6,ES_osc_strength_7,ES_osc_strength_8,ES_osc_strength_9,ES_<S**2>_0,ES_<S**2>_1,ES_<S**2>_2,ES_<S**2>_3,ES_<S**2>_4,ES_<S**2>_5,ES_<S**2>_6,ES_<S**2>_7,ES_<S**2>_8,ES_<S**2>_9,at_0,at_1,at_2,at_3,at_4,at_5,at_6,at_7
COP(OC)OC,16,0.0,1,0.9991,124.0761,1031.635,1010.0578,-686.769887893,0.129034,0.139362,0.140307,0.0923,-686.645328,-686.635,-686.634056,-686.682063,C3H9O3P,1.0,-0.23209,0.03816,0.096965,0.135125,0.9307,1114.166,1056.0698,0.000196,0.000196,1.42278,1.42278,-0.529467,-0.529467,-0.895051,-0.895051,-0.000909,-0.000909,-0.211792,-0.211792,1.337493,1.337493,-1.127293,-1.127293,0.439759,0.439759,-0.373907,-0.373907,-0.371897,-0.371897,-0.372626,-0.372626,0.5851164254247955,0.5851164254247955,0.519430459408433,0.519430459408433,0.520846444304594,0.520846444304594,0.519587791063562,0.519587791063562,0.810695,0.810695,-0.530936,-0.530936,-0.530964,-0.530964,-0.5308,-0.5308,1.53916,1.53916,-0.955219,-0.955219,-0.955619,-0.955619,-0.955422,-0.955422,1.57804,1.57804,-0.83208,-0.83208,-0.83211,-0.83211,-0.83203,-0.83203,9.99894,9.99894,1.99984,1.99984,1.99984,1.99984,1.99984,1.99984,3.32791,3.32791,6.81565,6.81565,6.81568,6.81568,6.8156,6.8156,0.09511,0.09511,0.01659,0.01659,0.01659,0.01659,0.01659,0.01659,13.42196,13.42196,8.83208,8.83208,8.83211,8.83211,8.83203,8.83203,194.6245,194.6245,229.1441,229.1441,229.0483,229.0483,229.1419,229.1419,202.6669,202.6669,141.3165,141.3165,140.9675,140.9675,141.1881,141.1881,0.501134,0.501134,-0.426723,-0.426723,-0.431564,-0.431564,-0.430479,-0.430479,1.32348,1.32348,-0.78109,-0.78109,-0.73868,-0.73868,-0.68801,-0.68801,9.9987,9.9987,1.99985,1.99985,1.99984,1.99984,1.99984,1.99984,3.53163,3.53163,6.75694,6.75694,6.72153,6.72153,6.67608,6.67608,0.14619,0.14619,0.0243,0.0243,0.01732,0.01732,0.01209,0.01209,13.67652,13.67652,8.78109,8.78109,8.73868,8.73868,8.68801,8.68801,188.21,188.15,161.86,159.95,159.91,159.31,153.89,150.78,150.75,142.61,0.1153,0.1153,0.0,0.0036,0.0037,0.0017,0.029,0.099,0.0992,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,P,O,O,O,O,O,O
COc1ccc(cc1)P(c1ccc(cc1)OC)c1ccc(cc1)OC,46,0.0,1,1.8079,352.3689,3674.81,12254.4918,-1379.85875012,0.372784,0.396463,0.397408,0.316433,-1379.495429,-1379.47175,-1379.470806,-1379.551781,C21H21O3P,1.0,-0.19294,-0.00514,0.09904,0.0939,1.5789,2867.159,12235.7367,0.091916,0.091916,-0.690602,-0.690602,-0.849406,-0.849406,1.725008,1.725008,0.019506,0.019506,1.467856,1.467856,-1.417007,-1.417007,-0.120782,-0.120782,1.506948,1.506948,0.661243,0.661243,0.817363,0.817363,0.647191,0.647191,0.6732221522970422,0.6732221522970422,0.71019509125236,0.71019509125236,0.7090151038388924,0.7090151038388924,0.7089364380113279,0.7089364380113279,0.317234,0.317234,-0.094429,-0.094429,-0.093864,-0.093864,-0.09371,-0.09371,0.825172,0.825172,-0.322953,-0.322953,-0.311225,-0.311225,-0.320958,-0.320958,0.89874,0.89874,-0.3912,-0.3912,-0.39066,-0.39066,-0.39019,-0.39019,9.99842,9.99842,1.99893,1.99893,1.99893,1.99893,1.99892,1.99892,4.05951,4.05951,4.36899,4.36899,4.36848,4.36848,4.36797,4.36797,0.04332,0.04332,0.02328,0.02328,0.02325,0.02325,0.0233,0.0233,14.10126,14.10126,6.3912,6.3912,6.39066,6.39066,6.39019,6.39019,368.5573,368.5573,64.9234,64.9234,64.3256,64.3256,64.5254,64.5254,37.4046,37.4046,168.1833,168.1833,167.6685,167.6685,167.9593,167.9593,0.42418,0.42418,-0.095763,-0.095763,-0.089264,-0.089264,-0.081763,-0.081763,1.1498,1.1498,-0.41661,-0.41661,-0.39985,-0.39985,-0.38728,-0.38728,9.99776,9.99776,1.99888,1.99888,1.99889,1.99889,1.99888,1.99888,3.80666,3.80666,4.39368,4.39368,4.37609,4.37609,4.36517,4.36517,0.04578,0.04578,0.02405,0.02405,0.02488,0.02488,0.02323,0.02323,13.8502,13.8502,6.41661,6.41661,6.39985,6.39985,6.38728,6.38728,278.85,277.33,274.67,260.58,258.05,241.38,240.04,238.37,238.19,232.93,0.0664,0.1949,0.1425,0.0041,0.0119,0.0072,0.0052,0.002,0.008,0.2134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,P,C,C,C,C,C,C
COc1cccc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)OC,64,0.0,1,2.6492,410.5351,3179.574,12219.6293,-1503.61984776,0.561217,0.589559,0.590503,0.501612,-1503.081564,-1503.053223,-1503.052279,-1503.141169,C26H35O2P,1.0,-0.19629,-0.00491,0.1006,0.09569,5.8264,3501.556,11712.6128,0.830569,0.830569,0.050038,0.050038,0.697346,0.697346,2.669337,2.669337,0.109823,0.109823,-0.150881,-0.150881,1.990116,1.990116,-0.121372,-0.121372,-0.493593,-0.493593,1.184506,1.184506,-0.741641,-0.741641,-0.111412,-0.111412,0.7629798615481435,0.7629798615481435,0.8064820641913153,0.8064820641913153,0.7533826305852738,0.7533826305852738,0.7723410950283197,0.7723410950283197,0.417542,0.417542,-0.11085,-0.11085,-0.28059,-0.28059,-0.284376,-0.284376,0.516906,0.516906,-0.175135,-0.175135,-0.06556,-0.06556,-0.090615,-0.090615,0.87998,0.87998,-0.32709,-0.32709,-0.54512,-0.54512,-0.54925,-0.54925,9.99863,9.99863,1.99887,1.99887,1.99922,1.99922,1.99924,1.99924,4.0831,4.0831,4.30507,4.30507,4.52812,4.52812,4.53372,4.53372,0.03829,0.03829,0.02314,0.02314,0.01779,0.01779,0.01629,0.01629,14.12002,14.12002,6.32709,6.32709,6.54512,6.54512,6.54925,6.54925,364.0432,364.0432,57.7599,57.7599,151.4229,151.4229,154.1993,154.1993,21.0559,21.0559,174.3368,174.3368,18.2667,18.2667,12.066,12.066,0.567195,0.567195,-0.192325,-0.192325,-0.145395,-0.145395,-0.112622,-0.112622,1.28358,1.28358,-0.53021,-0.53021,-0.56734,-0.56734,-0.56349,-0.56349,9.99763,9.99763,1.9988,1.9988,1.99919,1.99919,1.9992,1.9992,3.67579,3.67579,4.50794,4.50794,4.55014,4.55014,4.54801,4.54801,0.043,0.043,0.02347,0.02347,0.01801,0.01801,0.01628,0.01628,13.71642,13.71642,6.53021,6.53021,6.56734,6.56734,6.56349,6.56349,282.01,268.06,255.93,249.13,245.77,244.6,235.58,231.26,230.45,221.88,0.0319,0.0289,0.0125,0.0407,0.0093,0.0094,0.0486,0.0045,0.0037,0.0236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,P,C,C,C,C,C,C
COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,46,0.0,1,1.1477,352.3689,3080.77,8634.7335,-1379.84152765,0.372399,0.396098,0.397042,0.317312,-1379.491893,-1379.468194,-1379.467249,-1379.54698,C21H21O3P,1.0,-0.18867,-0.00521,0.09694,0.09173,4.7839,3049.009,8543.0166,-0.000231,-0.000231,0.871183,0.871183,0.792342,0.792342,-1.661297,-1.661297,-0.001239,-0.001239,-1.418968,-1.418968,1.462025,1.462025,-0.047842,-0.047842,0.639726,0.639726,-0.18536,-0.18536,-0.185272,-0.185272,-0.189917,-0.189917,0.7275802391441158,0.7275802391441158,0.7543266205160478,0.7543266205160478,0.7531466331025802,0.7531466331025802,0.7522026431718062,0.7522026431718062,0.4704,0.4704,-0.173757,-0.173757,-0.173712,-0.173712,-0.173735,-0.173735,0.77419,0.77419,-0.235581,-0.235581,-0.235784,-0.235784,-0.236464,-0.236464,0.95421,0.95421,-0.39641,-0.39641,-0.3963,-0.3963,-0.39641,-0.39641,9.99843,9.99843,1.99887,1.99887,1.99887,1.99887,1.99887,1.99887,4.00607,4.00607,4.37384,4.37384,4.37373,4.37373,4.37381,4.37381,0.04129,0.04129,0.0237,0.0237,0.0237,0.0237,0.02373,0.02373,14.04579,14.04579,6.39641,6.39641,6.3963,6.3963,6.39641,6.39641,389.0965,389.0965,67.3309,67.3309,67.3745,67.3745,67.3263,67.3263,9.9526,9.9526,148.3076,148.3076,148.3475,148.3475,148.3821,148.3821,0.580574,0.580574,-0.204301,-0.204301,-0.163644,-0.163644,-0.220555,-0.220555,1.24967,1.24967,-0.46866,-0.46866,-0.40364,-0.40364,-0.51142,-0.51142,9.99759,9.99759,1.99883,1.99883,1.99884,1.99884,1.9988,1.9988,3.70657,3.70657,4.44284,4.44284,4.38035,4.38035,4.48744,4.48744,0.04616,0.04616,0.02699,0.02699,0.02446,0.02446,0.02518,0.02518,13.75033,13.75033,6.46866,6.46866,6.40364,6.40364,6.51142,6.51142,288.59,288.31,263.15,254.21,254.11,254.08,248.17,243.5,243.44,241.09,0.1462,0.1485,0.007,0.0141,0.0297,0.0273,0.0007,0.0275,0.0276,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,P,C,C,C,C,C,C
CP(C(C)(C)C)C(C)(C)C,31,0.0,1,1.2468,160.2387,1998.657,1943.6725,-696.953424291,0.284677,0.298954,0.299899,0.246376,-696.67574,-696.661463,-696.660518,-696.714041,C9H21P,1.0,-0.20711,0.05659,0.07526,0.13185,0.9961,1748.825,1962.9528,0.003136,0.003136,-0.021019,-0.021019,1.585558,1.585558,-1.583098,-1.583098,0.539948,0.539948,2.206663,2.206663,-0.25278,-0.25278,-0.257507,-0.257507,-0.735306,-0.735306,0.115995,0.115995,0.019548,0.019548,0.015032,0.015032,0.7317495280050346,0.7317495280050346,0.5217117684078036,0.5217117684078036,0.7909062303335431,0.7909062303335431,0.7902769037130271,0.7902769037130271,0.412266,0.412266,-0.658028,-0.658028,-0.077253,-0.077253,-0.080613,-0.080613,0.379385,0.379385,-0.150316,-0.150316,-0.008574,-0.008574,-0.005065,-0.005065,0.84635,0.84635,-1.00923,-1.00923,-0.3366,-0.3366,-0.33537,-0.33537,9.99866,9.99866,1.99949,1.99949,1.99917,1.99917,1.99917,1.99917,4.11656,4.11656,5.00058,5.00058,4.3198,4.3198,4.31845,4.31845,0.03843,0.03843,0.00916,0.00916,0.01763,0.01763,0.01775,0.01775,14.15365,14.15365,7.00923,7.00923,6.3366,6.3366,6.33537,6.33537,348.9469,348.9469,181.9696,181.9696,153.4581,153.4581,153.5588,153.5588,71.0819,71.0819,8.7376,8.7376,16.4093,16.4093,16.4249,16.4249,0.302557,0.302557,-0.13703,-0.13703,-0.044002,-0.044002,-0.039015,-0.039015,1.0023,1.0023,-1.10236,-1.10236,-0.33471,-0.33471,-0.35077,-0.35077,9.99761,9.99761,1.99944,1.99944,1.99911,1.99911,1.99912,1.99912,3.90417,3.90417,5.08158,5.08158,4.31299,4.31299,4.32979,4.32979,0.09592,0.09592,0.02134,0.02134,0.02261,0.02261,0.02186,0.02186,13.9977,13.9977,7.10236,7.10236,6.33471,6.33471,6.35077,6.35077,196.66,186.22,181.57,164.97,159.53,154.62,154.28,151.97,148.67,146.63,0.0535,0.0091,0.1129,0.0152,0.002,0.0924,0.0247,0.0363,0.0465,0.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,P,C,C,C,C,C,C
CP(C)C,13,0.0,1,1.4444,76.0779,724.828,434.2005,-461.097059091,0.113364,0.120099,0.121043,0.083976,-460.985027,-460.978292,-460.977348,-461.014415,C3H9P,1.0,-0.21985,0.06442,0.0777149999999999,0.142135,1.512,760.186,446.0352,-0.000427,-0.000427,0.6037,0.6037,1.022938,1.022938,-1.626029,-1.626029,-0.000331,-0.000331,1.528614,1.528614,-1.286492,-1.286492,-0.241798,-0.241798,-0.605708,-0.605708,0.280447,0.280447,0.280674,0.280674,0.280991,0.280991,0.5693045940843298,0.5693045940843298,0.4240874764002517,0.4240874764002517,0.4228288231592196,0.4228288231592196,0.4237728130899937,0.4237728130899937,0.405805,0.405805,-0.621024,-0.621024,-0.620966,-0.620966,-0.621055,-0.621055,0.47822,0.47822,-0.121824,-0.121824,-0.122007,-0.122007,-0.122051,-0.122051,0.8483,0.8483,-1.0087,-1.0087,-1.00873,-1.00873,-1.00881,-1.00881,9.99879,9.99879,1.99952,1.99952,1.99952,1.99952,1.99952,1.99952,4.10843,4.10843,5.00005,5.00005,5.00009,5.00009,5.00016,5.00016,0.04447,0.04447,0.00914,0.00914,0.00913,0.00913,0.00913,0.00913,14.1517,14.1517,7.0087,7.0087,7.00873,7.00873,7.00881,7.00881,427.1979,427.1979,172.0696,172.0696,172.0692,172.0692,172.1112,172.1112,13.3771,13.3771,26.8438,26.8438,26.8575,26.8575,26.8183,26.8183,0.169813,0.169813,-0.100986,-0.100986,-0.065374,-0.065374,-0.003452,-0.003452,0.91114,0.91114,-1.10168,-1.10168,-1.05719,-1.05719,-0.98064,-0.98064,9.99764,9.99764,1.99946,1.99946,1.99945,1.99945,1.99943,1.99943,3.92655,3.92655,5.0779,5.0779,5.03823,5.03823,4.97061,4.97061,0.16467,0.16467,0.02432,0.02432,0.01951,0.01951,0.0106,0.0106,14.08886,14.08886,7.10168,7.10168,7.05719,7.05719,6.98064,6.98064,176.87,176.82,167.91,146.6,142.68,142.66,135.96,132.05,132.04,130.73,0.1237,0.1238,0.003,0.0512,0.0036,0.0036,0.0,0.0302,0.0307,0.0954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,P,C,C,C,C,C,C
CP(CCP(C)C)C,24,0.0,1,0.0274,150.1399,1563.351,2285.4729,-920.987960712,0.209112,0.222113,0.223057,0.169527,-920.781111,-920.76811,-920.767166,-920.820696,C6H16P2,1.0,-0.21875,0.04482,0.086965,0.1317849999999999,0.0034,1514.497,2330.2266,2.20783,-2.207975,3.336839,2.632637,0.589341,-0.58945,-3.337137,-2.632037,-0.003398,0.003018,1.171649,-1.582164,0.433398,-0.433776,-1.171084,1.582456,-0.616742,0.616778,0.296739,0.287985,0.233452,-0.233336,-0.297746,-0.287112,0.5969949653870359,0.5969162995594713,0.4250314663310258,0.440921963499056,0.6029735682819384,0.6031308999370674,0.4248741346758968,0.440764631843927,0.403685,0.403675,-0.626524,-0.626766,-0.443271,-0.443247,-0.626517,-0.626764,0.465591,0.465567,-0.141444,-0.139477,-0.060221,-0.060201,-0.141426,-0.139489,0.85165,0.85165,-1.0073,-1.00993,-0.77263,-0.77263,-1.00729,-1.00994,9.99876,9.99876,1.99951,1.99951,1.99937,1.99937,1.99951,1.99951,4.10676,4.10676,4.99876,5.00106,4.7584,4.7584,4.99876,5.00107,0.04284,0.04284,0.00902,0.00936,0.01487,0.01487,0.00902,0.00936,14.14835,14.14835,7.0073,7.00993,6.77263,6.77263,7.00729,7.00994,412.1255,412.1395,173.1409,174.0003,157.3226,157.3177,173.1379,174.0006,47.3039,47.2882,26.0829,26.502,28.7771,28.7811,26.088,26.4982,0.299161,0.299331,-0.109648,-0.081809,-0.107868,-0.107807,-0.109606,-0.081754,0.90367,0.90398,-1.0408,-0.99778,-0.81673,-0.81667,-1.04086,-0.99781,9.99804,9.99804,1.99948,1.99947,1.99933,1.99933,1.99948,1.99947,4.00695,4.00664,5.02652,4.98839,4.7924,4.79235,5.02657,4.98842,0.09134,0.09134,0.0148,0.00991,0.025,0.02499,0.01481,0.00991,14.09633,14.09602,7.0408,6.99778,6.81673,6.81667,7.04086,6.99781,192.09,187.46,182.11,180.34,176.03,174.28,171.28,171.23,166.69,165.89,0.219,0.0,0.0,0.1977,0.0572,0.0,0.0,0.0509,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,P,C,C,C,C,C,C
Fc1c(P(c2c(F)c(F)c(c(c2F)F)F)c2c(F)c(F)c(c(c2F)F)F)c(F)c(c(c1F)F)F,34,0.0,1,0.3184,532.1478,2871.452,14250.9412,-2524.68411591,0.150327,0.180069,0.181014,0.088257,-2524.540198,-2524.510456,-2524.509512,-2524.602269,C18F15P,1.0,-0.25521,-0.06442,0.1598149999999999,0.095395,8.0582,2290.709,14338.6641,0.030652,0.030652,1.399827,1.399827,-1.528577,-1.528577,0.133865,0.133865,-0.031594,-0.031594,-0.938195,-0.938195,-0.790618,-0.790618,1.605953,1.605953,-1.2857,-1.2857,-0.429549,-0.429549,-0.628452,-0.628452,-0.407315,-0.407315,0.7356041535556954,0.7356041535556954,0.7701384518565135,0.7701384518565135,0.7693517935808685,0.7693517935808685,0.7757237256135935,0.7757237256135935,0.530221,0.530221,-0.319955,-0.319955,-0.281911,-0.281911,-0.312723,-0.312723,0.987432,0.987432,-0.395001,-0.395001,-0.259552,-0.259552,-0.346925,-0.346925,0.96839,0.96839,-0.49056,-0.49056,-0.47592,-0.47592,-0.48045,-0.48045,9.99852,9.99852,1.99878,1.99878,1.99878,1.99878,1.99877,1.99877,3.9848,3.9848,4.46823,4.46823,4.45479,4.45479,4.45749,4.45749,0.04828,0.04828,0.02355,0.02355,0.02235,0.02235,0.02418,0.02418,14.03161,14.03161,6.49056,6.49056,6.47592,6.47592,6.48045,6.48045,428.1895,428.1895,85.4464,85.4464,84.5138,84.5138,84.1739,84.1739,26.1624,26.1624,114.5642,114.5642,114.8117,114.8117,115.9692,115.9692,0.592334,0.592334,-0.367853,-0.367853,-0.254909,-0.254909,-0.290121,-0.290121,1.21845,1.21845,-0.63489,-0.63489,-0.45795,-0.45795,-0.49762,-0.49762,9.99772,9.99772,1.99872,1.99872,1.99877,1.99877,1.99874,1.99874,3.72428,3.72428,4.61252,4.61252,4.43267,4.43267,4.4724,4.4724,0.05955,0.05955,0.02365,0.02365,0.02651,0.02651,0.02647,0.02647,13.78155,13.78155,6.63489,6.63489,6.45795,6.45795,6.49762,6.49762,279.46,260.96,255.99,254.33,251.98,247.99,246.93,238.91,237.0,233.7,0.0204,0.1658,0.0027,0.0263,0.0031,0.0093,0.0053,0.0006,0.0917,0.1232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,P,C,C,C,C,C,C
[O-]/C(=C\C(=O)C)/C,14,,1,0.8212,99.1091,810.465,909.5819,-345.214010279,0.10957,0.117603,0.118547,0.076519,-345.115456,-345.107423,-345.106479,-345.148507,C5H7O2,1.0,-0.00465,0.18195,-0.08865,0.0933,1.2045,1071.463,906.586,1.253271,1.182989,0.026893,-1.335283,-2.307291,-1.633793,2.538844,0.159563,1.338111,0.082584,-0.730536,-0.300988,-1.090376,1.205334,-0.663381,-1.811348,0.001111,0.000959,0.002048,-0.000285,-0.000178,-0.001989,-0.00155,0.002953,0.4293580868470736,0.5613593455003146,0.5471994965387036,0.5365009439899308,0.3561202013845185,0.434392699811202,0.3949811202013845,0.4029263687853996,-0.634199,0.418875,-0.325285,0.426401,-0.613598,-0.492365,-0.504886,0.03455,-0.900803,0.977593,-0.765133,1.015438,-0.979023,-0.014183,0.023743,-0.043776,-0.72266,0.45358,-0.55605,0.49212,-0.69513,-0.74115,-0.72927,0.19776,1.99981,1.99917,1.99896,1.99922,1.99982,1.99938,1.9994,0.0,6.70728,3.51099,4.5435,3.47247,6.68022,4.73452,4.72162,0.80007,0.01557,0.03625,0.0136,0.03619,0.01509,0.00725,0.00824,0.00217,8.72266,5.54642,6.55605,5.50788,8.69513,6.74115,6.72927,0.80224,-50.4177,21.7899,95.6098,15.1312,-110.3316,158.0706,160.3163,28.0747,651.6035,131.0431,61.6561,148.1377,616.7858,35.8899,40.7564,7.3317,-0.58115,0.34506,-0.244687,0.326183,-0.533418,-0.124833,-0.187156,,-0.6051,0.28463,-0.48592,0.27673,-0.52232,-0.71351,-0.6887,0.19735,1.99982,1.99915,1.999,1.9992,1.99983,1.99936,1.99937,0.0,6.59471,3.6782,4.47402,3.68538,6.51182,4.70662,4.68122,0.8007,0.01057,0.03802,0.0129,0.03868,0.01068,0.00752,0.00811,0.00195,8.6051,5.71537,6.48592,5.72327,8.52232,6.71351,6.6887,0.80265,290.01,267.5,240.62,196.61,177.54,176.04,173.85,172.37,170.13,165.92,0.0004,0.0,0.3903,0.0007,0.0268,0.0014,0.0219,0.0001,0.0008,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,C,C,C,O,C,C,H
c1ccc(cc1)CP(Cc1ccccc1)Cc1ccccc1,43,0.0,1,1.1485,304.3707,2782.305,8209.2489,-1154.22991069,0.358893,0.378663,0.379607,0.306139,-1153.884026,-1153.864256,-1153.863312,-1153.93678,C21H21P,1.0,-0.22263,-0.00766,0.115145,0.107485,3.8228,2844.134,8604.6064,-0.494268,-0.494268,-2.026497,-2.026497,0.76904,0.76904,-0.31153,-0.31153,-0.911175,-0.911175,-1.76763,-1.76763,-2.176207,-2.176207,0.473842,0.473842,0.349129,0.349129,-0.364396,-0.364396,-0.267232,-0.267232,-0.926744,-0.926744,0.6821113908118314,0.6821113908118314,0.6059628697293895,0.6059628697293895,0.6062775330396476,0.6062775330396476,0.6336532410320956,0.6336532410320956,0.465773,0.465773,-0.549587,-0.549587,-0.549322,-0.549322,-0.560805,-0.560805,0.497378,0.497378,-0.122192,-0.122192,-0.098926,-0.098926,-0.09849,-0.09849,0.87728,0.87728,-0.77105,-0.77105,-0.77019,-0.77019,-0.77475,-0.77475,9.99871,9.99871,1.9993,1.9993,1.9993,1.9993,1.99929,1.99929,4.08707,4.08707,4.75813,4.75813,4.75746,4.75746,4.76134,4.76134,0.03694,0.03694,0.01362,0.01362,0.01342,0.01342,0.01412,0.01412,14.12272,14.12272,6.77105,6.77105,6.77019,6.77019,6.77475,6.77475,354.8545,354.8545,149.0636,149.0636,145.9857,145.9857,152.4178,152.4178,70.366,70.366,31.0386,31.0386,24.9771,24.9771,29.4924,29.4924,0.680187,0.680187,-0.203859,-0.203859,-0.189876,-0.189876,-0.145501,-0.145501,1.26783,1.26783,-0.76496,-0.76496,-0.77117,-0.77117,-0.77032,-0.77032,9.99781,9.99781,1.99926,1.99926,1.99926,1.99926,1.99923,1.99923,3.70147,3.70147,4.75246,4.75246,4.75883,4.75883,4.7573,4.7573,0.03289,0.03289,0.01324,0.01324,0.01309,0.01309,0.01379,0.01379,13.73217,13.73217,6.76496,6.76496,6.77117,6.77117,6.77032,6.77032,241.06,235.98,234.4,234.01,232.74,229.79,226.21,223.66,221.93,220.69,0.0028,0.0142,0.0088,0.0051,0.018,0.0144,0.0017,0.0037,0.0303,0.0581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,P,C,C,C,C,C,C
