,number_of_atoms,charge,multiplicity,dipole,molar_mass,molar_volume,electronic_spatial_extent,E_scf,zero_point_correction,E_thermal_correction,H_thermal_correction,G_thermal_correction,E_zpe,E,H,G,stoichiometry,converged,homo_energy,lumo_energy,electronegativity,hardness,ES_root_dipole,ES_root_molar_volume,ES_root_electronic_spatial_extent,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,Y_0,Y_1,Y_2,Y_3,Y_4,Y_5,Y_6,Y_7,Z_0,Z_1,Z_2,Z_3,Z_4,Z_5,Z_6,Z_7,VBur_0,VBur_1,VBur_2,VBur_3,VBur_4,VBur_5,VBur_6,VBur_7,Mulliken_charge_0,Mulliken_charge_1,Mulliken_charge_2,Mulliken_charge_3,Mulliken_charge_4,Mulliken_charge_5,Mulliken_charge_6,Mulliken_charge_7,APT_charge_0,APT_charge_1,APT_charge_2,APT_charge_3,APT_charge_4,APT_charge_5,APT_charge_6,APT_charge_7,NPA_charge_0,NPA_charge_1,NPA_charge_2,NPA_charge_3,NPA_charge_4,NPA_charge_5,NPA_charge_6,NPA_charge_7,NPA_core_0,NPA_core_1,NPA_core_2,NPA_core_3,NPA_core_4,NPA_core_5,NPA_core_6,NPA_core_7,NPA_valence_0,NPA_valence_1,NPA_valence_2,NPA_valence_3,NPA_valence_4,NPA_valence_5,NPA_valence_6,NPA_valence_7,NPA_Rydberg_0,NPA_Rydberg_1,NPA_Rydberg_2,NPA_Rydberg_3,NPA_Rydberg_4,NPA_Rydberg_5,NPA_Rydberg_6,NPA_Rydberg_7,NPA_total_0,NPA_total_1,NPA_total_2,NPA_total_3,NPA_total_4,NPA_total_5,NPA_total_6,NPA_total_7,NMR_shift_0,NMR_shift_1,NMR_shift_2,NMR_shift_3,NMR_shift_4,NMR_shift_5,NMR_shift_6,NMR_shift_7,NMR_anisotropy_0,NMR_anisotropy_1,NMR_anisotropy_2,NMR_anisotropy_3,NMR_anisotropy_4,NMR_anisotropy_5,NMR_anisotropy_6,NMR_anisotropy_7,ES_root_Mulliken_charge_0,ES_root_Mulliken_charge_1,ES_root_Mulliken_charge_2,ES_root_Mulliken_charge_3,ES_root_Mulliken_charge_4,ES_root_Mulliken_charge_5,ES_root_Mulliken_charge_6,ES_root_Mulliken_charge_7,ES_root_NPA_charge_0,ES_root_NPA_charge_1,ES_root_NPA_charge_2,ES_root_NPA_charge_3,ES_root_NPA_charge_4,ES_root_NPA_charge_5,ES_root_NPA_charge_6,ES_root_NPA_charge_7,ES_root_NPA_core_0,ES_root_NPA_core_1,ES_root_NPA_core_2,ES_root_NPA_core_3,ES_root_NPA_core_4,ES_root_NPA_core_5,ES_root_NPA_core_6,ES_root_NPA_core_7,ES_root_NPA_valence_0,ES_root_NPA_valence_1,ES_root_NPA_valence_2,ES_root_NPA_valence_3,ES_root_NPA_valence_4,ES_root_NPA_valence_5,ES_root_NPA_valence_6,ES_root_NPA_valence_7,ES_root_NPA_Rydberg_0,ES_root_NPA_Rydberg_1,ES_root_NPA_Rydberg_2,ES_root_NPA_Rydberg_3,ES_root_NPA_Rydberg_4,ES_root_NPA_Rydberg_5,ES_root_NPA_Rydberg_6,ES_root_NPA_Rydberg_7,ES_root_NPA_total_0,ES_root_NPA_total_1,ES_root_NPA_total_2,ES_root_NPA_total_3,ES_root_NPA_total_4,ES_root_NPA_total_5,ES_root_NPA_total_6,ES_root_NPA_total_7,ES_transition_0,ES_transition_1,ES_transition_2,ES_transition_3,ES_transition_4,ES_transition_5,ES_transition_6,ES_transition_7,ES_transition_8,ES_transition_9,ES_osc_strength_0,ES_osc_strength_1,ES_osc_strength_2,ES_osc_strength_3,ES_osc_strength_4,ES_osc_strength_5,ES_osc_strength_6,ES_osc_strength_7,ES_osc_strength_8,ES_osc_strength_9,ES_<S**2>_0,ES_<S**2>_1,ES_<S**2>_2,ES_<S**2>_3,ES_<S**2>_4,ES_<S**2>_5,ES_<S**2>_6,ES_<S**2>_7,ES_<S**2>_8,ES_<S**2>_9,at_0,at_1,at_2,at_3,at_4,at_5,at_6,at_7
CC(N1C=CN([C]1)CN1C=CN([C]1)C(C)C)C,37,0.0,1,2.3475,232.3278,2274.963,7382.2504,-726.191926015,0.320799,0.338187,0.339131,0.272492,-726.020496,-726.003108,-726.002164,-726.068803,C13H20N4,1.0,-0.20184,0.03827,0.081785,0.120055,3.6704,2274.963,6265.4508,-2.162599,-2.989898,-1.081932,-1.224521,-2.443821,-4.315259,0.106506,-4.415613,-1.093646,-0.01974,-0.749268,0.483441,0.946101,0.063439,-1.576345,1.279774,0.08805,-0.103444,-0.688117,-1.320009,-0.951141,0.524909,-0.772432,1.45298,0.5553020767778477,0.6736941472624292,0.6434864694776589,0.5195091252359975,0.5439741976085588,0.6323945877910636,0.5538074260541221,0.4455632473253618,0.094797,-0.397566,-0.394817,-0.001318,-0.006445,0.036106,-0.025103,-0.445283,-0.033811,-0.416514,-0.489195,-0.011714,-0.004512,0.482224,0.831185,0.011748,0.11024,-0.43905,-0.45022,-0.08849,-0.10101,-0.04789,-0.04357,-0.6845,1.99947,1.99936,1.99936,1.9991,1.99911,1.99924,1.99934,1.99941,3.85831,5.42399,5.43712,4.07145,4.08493,4.03114,4.01898,4.67699,0.03198,0.0157,0.01374,0.01795,0.01697,0.01751,0.02526,0.0081,5.88976,7.43905,7.45022,6.08849,6.10101,6.04789,6.04357,6.6845,-19.6917,51.6781,57.6672,77.0579,80.2063,136.1947,122.2746,165.8637,210.6679,144.8571,149.2574,99.4998,102.3859,44.5897,22.7244,31.2256,0.326002,-0.373017,-0.384099,0.066092,0.072347,0.160754,0.271562,0.030319,0.49049,-0.42349,-0.45957,-0.25979,-0.22044,-0.04626,-0.04539,-0.68496,1.99839,1.99934,1.99936,1.9991,1.99909,1.99924,1.99935,1.99942,3.48817,5.41043,5.44782,4.22792,4.19405,4.03027,4.02087,4.67638,0.02295,0.01372,0.01238,0.03276,0.0273,0.01675,0.02516,0.00916,5.50951,7.42349,7.45957,6.25979,6.22044,6.04626,6.04539,6.68496,224.74,224.14,216.26,215.79,202.91,201.49,195.48,194.41,193.2,192.54,0.0017,0.0081,0.0159,0.0104,0.0057,0.0067,0.0013,0.0015,0.0109,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,N,N,C,C,C,C,C
CC(N1CCN([C]1)C(C)(C)C)(C)C,35,0.0,1,1.9261,182.3082,1843.937,3078.3965,-541.806666367,0.319603,0.334964,0.335908,0.278052,-541.56545,-541.550089,-541.549145,-541.607001,C11H22N2,1.0,-0.18625,0.04634,0.069955,0.116295,1.3849,1932.801,3062.1413,-3e-06,1.077246,-1.077245,-0.762629,0.762626,2.463187,-2.463188,-2.810487,-0.566686,0.23961,0.23961,1.674428,1.674427,-0.275252,-0.275254,-0.454129,-4.1e-05,-0.132074,0.132057,-0.071773,0.07177,-0.004683,0.004688,-1.487845,0.6561516677155443,0.7336375078665828,0.7336375078665828,0.571507237256136,0.571507237256136,0.7548772813089993,0.7549559471365639,0.4992920075519194,0.172346,-0.426307,-0.426307,-0.152931,-0.152929,0.22569,0.225692,-0.438838,0.25887,-0.597336,-0.597332,0.198055,0.198052,0.486413,0.48641,-0.020141,0.18055,-0.49276,-0.49276,-0.28174,-0.28174,0.15141,0.15141,-0.68035,1.99938,1.99933,1.99933,1.99935,1.99935,1.99914,1.99914,1.99936,3.78648,5.47669,5.47669,4.26809,4.26809,3.83247,3.83247,4.67158,0.03359,0.01674,0.01674,0.01429,0.01429,0.01699,0.01699,0.00942,5.81945,7.49276,7.49276,6.28174,6.28174,5.84859,5.84859,6.68035,-47.3603,103.66,103.6611,144.1849,144.1849,134.3144,134.3144,161.8666,284.6959,138.2438,138.2461,39.5182,39.5186,35.8763,35.876,38.8354,0.228029,-0.438391,-0.438389,0.159924,0.15993,0.216484,0.216484,-0.025595,0.26377,-0.52521,-0.52521,-0.2445,-0.2445,0.15162,0.15162,-0.68659,1.99854,1.9993,1.9993,1.99932,1.99932,1.99914,1.99914,1.99936,3.70487,5.5083,5.5083,4.23113,4.23113,3.83224,3.83223,4.67636,0.03283,0.0176,0.0176,0.01404,0.01404,0.01701,0.01701,0.01087,5.73623,7.52521,7.52521,6.2445,6.2445,5.84838,5.84838,6.68659,240.29,202.92,193.93,185.63,183.15,174.83,168.91,166.75,161.55,160.41,0.0127,0.2014,0.0071,0.0444,0.0005,0.0054,0.0062,0.0182,0.0091,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,N,N,C,C,C,C,C
CC(c1cccc(c1N1C=CN([C]1)c1c(cccc1C(C)C)C(C)C)C(C)C)C,65,0.0,1,2.1305,388.5948,4094.93,12857.3767,-1159.94936663,0.571911,0.602232,0.603176,0.508879,-1159.463463,-1159.433142,-1159.432198,-1159.526496,C27H36N2,1.0,-0.20561,-0.00345,0.10453,0.1010799999999999,2.5984,4433.354,12128.6798,-1.5e-05,1.062626,-1.062636,-0.675722,0.675746,2.436689,-2.436702,-2.116149,7e-06,-0.07165,0.071638,0.046105,-0.046166,-0.152471,0.15247,2.675667,-0.337203,0.532529,0.532561,1.875018,1.875003,0.10657,0.106605,-0.208284,0.7072057898049088,0.7550346129641284,0.7551919446192574,0.578665827564506,0.5785871617369415,0.7537759597230963,0.7537759597230963,0.6906859660163625,0.121463,-0.497614,-0.497617,-0.010902,-0.0109,0.091822,0.091827,-0.159599,-0.021653,-0.37846,-0.378466,-0.002856,-0.002878,0.290946,0.290947,0.146615,0.13266,-0.44543,-0.44543,-0.0939,-0.0939,0.16146,0.16147,-0.26637,1.99941,1.99933,1.99933,1.99907,1.99907,1.9988,1.9988,1.99919,3.83751,5.43175,5.43175,4.0781,4.0781,3.82044,3.82044,4.25407,0.03042,0.01435,0.01435,0.01673,0.01673,0.01929,0.01929,0.0131,5.86734,7.44543,7.44543,6.0939,6.0939,5.83854,5.83853,6.26637,-25.2437,57.0228,57.0237,74.442,74.4412,55.3975,55.3975,157.6107,253.95,132.9267,132.9254,96.1287,96.1279,109.8992,109.898,9.9487,0.455022,-0.478935,-0.478932,0.241851,0.241853,-0.014184,-0.014173,-0.047957,0.66357,-0.41886,-0.41886,-0.04498,-0.04498,0.01826,0.01828,-0.2609,1.99827,1.99933,1.99933,1.99906,1.99906,1.99878,1.99878,1.9992,3.32172,5.40703,5.40703,4.03015,4.03015,3.96296,3.96295,4.24906,0.01645,0.0125,0.0125,0.01577,0.01577,0.02,0.02,0.01264,5.33643,7.41886,7.41886,6.04498,6.04498,5.98174,5.98172,6.2609,264.31,257.18,256.33,254.36,236.0,235.06,231.79,225.79,224.67,223.6,0.0,0.0,0.0012,0.0008,0.0112,0.0,0.0022,0.0004,0.0335,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,N,N,C,C,C,C,C
CC(c1cccc(c1N1CCN([C]1)c1c(cccc1C(C)C)C(C)C)C(C)C)C,67,0.0,1,2.6832,390.6106,4163.648,12787.7876,-1161.04169967,0.596921,0.627037,0.627982,0.538017,-1160.619706,-1160.589589,-1160.588645,-1160.678609,C27H38N2,1.0,-0.19878,-0.00244,0.10061,0.09817,8.7829,3418.93,11469.2614,-0.069386,0.984963,-1.155407,-0.852113,0.633862,2.361166,-2.47776,4.224557,0.119721,0.349739,-0.025074,0.020493,0.415108,0.443735,-0.349266,1.631258,-0.411607,0.407559,0.386054,1.844844,1.855226,-0.025036,-0.097255,-1.008713,0.7717904342353682,0.8219792322215229,0.8321271239773442,0.658747640025173,0.6453744493392071,0.7662838263058528,0.7729704216488358,0.5499528005034613,0.203046,-0.521365,-0.515581,-0.171031,-0.171463,0.12887,0.129177,-0.227022,0.370622,-0.604321,-0.605691,0.173917,0.179765,0.332629,0.335541,-0.083884,0.21049,-0.49506,-0.49238,-0.27559,-0.27715,0.16622,0.16414,-0.22828,1.99934,1.99932,1.99932,1.99933,1.99934,1.9988,1.99881,1.99904,3.75737,5.4816,5.47874,4.26282,4.26438,3.81632,3.81881,4.21661,0.0328,0.01414,0.01432,0.01344,0.01344,0.01866,0.01824,0.01264,5.78951,7.49506,7.49238,6.27559,6.27715,5.83378,5.83586,6.22828,-49.5722,111.7788,110.395,134.9458,135.7526,53.7496,52.1308,65.2529,279.6559,140.1297,136.6383,52.6899,54.6082,115.0266,117.0049,130.3085,0.477977,-0.512962,-0.497414,0.25117,0.221648,0.0774,-0.006912,-0.094682,0.70063,-0.49587,-0.44887,-0.24798,-0.25295,0.10734,-0.05118,-0.22575,1.99831,1.9993,1.99932,1.9993,1.99931,1.99879,1.9988,1.99904,3.27974,5.48448,5.43614,4.23502,4.24062,3.8758,4.03185,4.21383,0.02132,0.01209,0.01341,0.01366,0.01301,0.01806,0.02052,0.01288,5.29937,7.49587,7.44887,6.24798,6.25295,5.89266,6.05118,6.22575,273.11,269.81,259.7,257.36,250.02,246.98,244.0,242.6,233.26,229.01,0.0023,0.0044,0.0021,0.0002,0.0156,0.0962,0.0006,0.0,0.0141,0.0225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,N,N,C,C,C,C,C
CC(c1cccc(c1N1[C]N(C(=C1C)C)c1c(cccc1C(C)C)C(C)C)C(C)C)C,71,0.0,1,1.1601,416.6484,4287.385,13454.3012,-1238.3867825,0.62834,0.661858,0.662802,0.563728,-1238.042351,-1238.008833,-1238.007888,-1238.106963,C29H40N2,1.0,-0.19953,-0.00392,0.101725,0.097805,5.2291,3338.537,12524.1183,0.070029,1.133409,-0.98191,-0.590721,0.761773,2.507589,-2.348196,4.428419,-0.106562,-0.218308,0.029735,0.027258,-0.127894,-0.308612,0.184794,-1.570139,-0.550593,0.311919,0.320928,1.674034,1.668906,-0.122676,-0.111165,-0.835066,0.7288388923851479,0.8305538074260541,0.7919288860918817,0.7415827564505979,0.7571585903083701,0.801604782882316,0.7757237256135935,0.5485368156073002,0.109741,-0.551495,-0.547358,0.250169,0.244613,0.110115,0.092451,-0.22687,-0.051849,-0.41586,-0.412065,0.091183,0.078972,0.277828,0.290325,-0.089577,0.13148,-0.44293,-0.44346,0.12122,0.11626,0.16175,0.16199,-0.22874,1.99941,1.99929,1.99928,1.99888,1.9989,1.99881,1.99881,1.99903,3.8393,5.42937,5.43016,3.86283,3.86746,3.82036,3.81968,4.21701,0.02982,0.01428,0.01401,0.01706,0.01738,0.01907,0.01953,0.0127,5.86852,7.44293,7.44346,5.87878,5.88374,5.83825,5.83801,6.22874,-24.0824,56.1471,57.1955,68.4563,68.1717,55.3075,57.0276,65.9351,247.1734,125.7274,123.7799,94.0416,94.9882,115.4125,109.6613,132.8424,0.42209,-0.521343,-0.533824,0.277044,0.28306,-0.012849,0.01056,-0.137164,0.64661,-0.40693,-0.42477,0.1556,0.1698,-0.0227,0.05719,-0.23574,1.9983,1.99928,1.99927,1.99885,1.99887,1.9988,1.99879,1.99904,3.33783,5.395,5.41345,3.82926,3.81477,4.00326,3.92458,4.22285,0.01726,0.01265,0.01205,0.01629,0.01656,0.02064,0.01944,0.01384,5.35339,7.40693,7.42477,5.8444,5.8302,6.0227,5.94281,6.23574,274.7,265.13,263.13,258.95,254.16,245.34,243.98,241.33,235.18,234.92,0.0003,0.0014,0.0002,0.0004,0.0061,0.0042,0.0009,0.0011,0.0011,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,N,N,C,C,C,C,C
CCCCN1[C]N(c2c1cccc2)c1cccc(n1)N1[C]N(c2c1cccc2)CCCC,61,0.0,1,2.054,423.5596,3446.472,17977.9055,-1319.90180011,0.514202,0.542245,0.543189,0.452663,-1319.547758,-1319.519715,-1319.518771,-1319.609297,C27H29N5,1.0,-0.20956,-0.02453,0.117045,0.092515,6.4973,3263.149,18520.3578,3.602027,2.428307,4.545548,4.019747,2.639419,5.949735,1.19043,6.358303,-1.269941,-0.564673,-0.29741,0.992483,0.829495,-0.596136,-1.240879,-0.37763,-0.500442,-0.710468,-0.398882,-0.544484,-0.751948,-0.126186,-0.866751,1.339565,0.6132787916928886,0.6591409691629956,0.6925739458779107,0.6852580239144116,0.6792007551919447,0.5952643171806168,0.6533196979232222,0.5715859030837004,0.149203,-0.64095,-0.510902,0.289733,0.305698,-0.148305,0.518259,-0.26714,0.197135,-0.758925,-0.572081,0.106599,0.161089,0.420688,0.830238,0.082836,0.16113,-0.43774,-0.42844,0.13084,0.13481,-0.24876,0.42034,-0.46752,1.99945,1.99926,1.9993,1.99896,1.99892,1.99932,1.99908,1.99932,3.80896,5.42526,5.41449,3.85194,3.84742,4.23231,3.55521,4.45752,0.03046,0.01322,0.01465,0.01827,0.01885,0.01713,0.02537,0.01068,5.83887,7.43774,7.42844,5.86916,5.86519,6.24876,5.57966,6.46752,-37.1708,60.6373,77.2712,61.058,61.5472,143.2085,40.8019,159.4729,239.5566,127.6808,128.9563,121.4892,123.3066,46.6023,111.0023,9.8626,0.164665,-0.633791,-0.509089,0.28755,0.30835,0.173327,0.505131,0.006203,0.18954,-0.42686,-0.43222,0.12879,0.13837,-0.24831,0.41471,-0.46694,1.99934,1.99926,1.9993,1.99895,1.99892,1.99932,1.99908,1.99932,3.78085,5.41438,5.41838,3.85397,3.84357,4.23187,3.55973,4.45697,0.03027,0.01321,0.01454,0.01828,0.01914,0.01712,0.02649,0.01064,5.81046,7.42686,7.43222,5.87121,5.86163,6.24831,5.58529,6.46694,289.07,286.79,279.71,277.1,272.25,265.57,261.89,260.16,256.46,251.52,0.0225,0.0227,0.2222,0.0118,0.0248,0.0224,0.0097,0.015,0.0124,0.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,N,N,C,C,C,C,C
CN1C=CN([C]1)CN1C=CN([C]1)C,25,0.0,1,2.2795,176.2206,1677.263,3612.7454,-568.935047264,0.207189,0.219336,0.22028,0.16667,-568.869503,-568.857355,-568.856411,-568.910021,C9H12N4,1.0,-0.20358,0.03807,0.082755,0.120825,2.4548,1478.64,3051.4304,-2.162635,-3.022703,-1.186271,-1.421146,-2.596492,-4.254582,0.000143,2.163841,0.71667,0.082669,-0.237812,-1.399312,-1.195381,0.694065,-0.005785,-0.720045,0.550697,-0.305511,0.708231,-0.024238,-0.66714,-0.773564,1.510075,0.546475,0.5412208936438011,0.5870830711139081,0.6454531151667715,0.5165984896161108,0.494257394587791,0.3915984896161107,0.5553807426054123,0.5409848961611076,0.097087,-0.390959,-0.393283,0.003292,-0.006284,-0.308953,-0.024816,0.097068,-0.052159,-0.351743,-0.471824,-0.006646,-0.001908,0.391816,0.813214,-0.051981,0.11176,-0.43446,-0.45201,-0.08825,-0.0971,-0.45638,-0.04423,0.11178,1.99947,1.99938,1.99937,1.9991,1.9991,1.99947,1.99934,1.99947,3.85612,5.4218,5.43889,4.07137,4.08071,4.44477,4.01954,3.8561,0.03265,0.01328,0.01375,0.01778,0.01729,0.01214,0.02536,0.03265,5.88824,7.43446,7.45201,6.08825,6.0971,6.45638,6.04423,5.88822,-21.2618,75.4183,56.9405,76.567,76.3177,151.9498,123.2681,-21.2579,215.4877,131.838,146.1688,98.8169,91.3729,55.3726,21.9277,215.4474,0.158225,-0.387171,-0.379381,0.128196,0.121579,0.19408,0.286728,0.311589,0.20583,-0.4318,-0.45422,-0.14102,-0.13237,-0.45612,-0.04552,0.46574,1.9991,1.99938,1.99936,1.9991,1.9991,1.99947,1.99935,1.99848,3.76285,5.41947,5.44066,4.12034,4.11234,4.44459,4.02106,3.51131,0.03222,0.01296,0.0142,0.02158,0.02094,0.01205,0.02511,0.02446,5.79417,7.4318,7.45422,6.14102,6.13237,6.45612,6.04552,5.53426,224.86,224.81,216.68,216.65,203.55,203.49,193.54,192.96,192.53,192.48,0.0002,0.0003,0.0237,0.012,0.0075,0.0053,0.0001,0.0115,0.0016,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,N,N,C,C,C,C,C
Cc1cc(C)cc(c1N1C=CN([C]1)c1c(C)cc(cc1C)C)C,47,0.0,1,2.0423,304.434,2937.326,10042.7606,-924.084676568,0.398114,0.420905,0.42185,0.343564,-923.773134,-923.750342,-923.749398,-923.827683,C21H24N2,1.0,-0.20051,-0.00188,0.101195,0.099315,2.6813,2779.405,9840.9129,-9e-06,1.064091,-1.064071,-0.676972,0.676958,2.434806,-2.434802,-2.157652,0.000524,-0.008902,0.015049,0.01574,-0.001855,-0.026242,0.02873,2.480519,-0.280156,0.590185,0.590102,1.933579,1.933635,0.157215,0.157045,-0.436177,0.6526903713027061,0.73009754562618,0.730254877281309,0.5605726872246696,0.5606513530522341,0.7284455632473253,0.7289962240402769,0.4513058527375708,0.113842,-0.503873,-0.503812,-0.010166,-0.010138,0.122625,0.122439,-0.534744,-0.005421,-0.381002,-0.380779,-0.006354,-0.006062,0.272216,0.271928,0.046781,0.1357,-0.44557,-0.44559,-0.09538,-0.09537,0.15292,0.15286,-0.69251,1.99942,1.99934,1.99934,1.99908,1.99908,1.99879,1.99879,1.99939,3.83488,5.43158,5.4316,4.0794,4.07939,3.83007,3.83012,4.68547,0.03,0.01466,0.01466,0.01691,0.01691,0.01822,0.01822,0.00765,5.8643,7.44557,7.44559,6.09538,6.09537,5.84708,5.84714,6.69251,-24.3647,54.2256,54.2279,76.0702,76.0508,54.8934,54.8883,169.8274,259.0923,135.7823,135.7751,94.4885,94.504,118.8608,118.8752,24.8267,0.449108,-0.484103,-0.484182,0.239409,0.240558,0.024889,0.026537,-0.073137,0.65742,-0.41818,-0.41893,-0.05122,-0.05048,0.00981,0.01305,-0.68423,1.99831,1.99933,1.99933,1.99906,1.99906,1.99878,1.99878,1.99939,3.32782,5.40634,5.40711,4.03591,4.03518,3.9725,3.96932,4.67745,0.01646,0.01251,0.01249,0.01625,0.01625,0.01891,0.01885,0.00739,5.34258,7.41818,7.41893,6.05122,6.05048,5.99019,5.98695,6.68423,269.46,265.21,250.81,250.6,238.91,238.09,236.54,232.05,224.85,221.77,0.0,0.0012,0.0002,0.0,0.0258,0.0003,0.0249,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,N,N,C,C,C,C,C
Cc1cc(C)cc(c1N1CCN([C]1)c1c(C)cc(cc1C)C)C,49,0.0,1,2.6857,306.4498,2636.194,9433.3475,-925.290152144,0.421806,0.445899,0.446843,0.366137,-924.953974,-924.929882,-924.928937,-925.009643,C21H26N2,1.0,-0.19724,0.00141,0.097915,0.099325,3.1236,3430.228,9936.8574,1.4e-05,-1.076676,1.076694,0.763548,-0.763585,-2.429033,2.429034,-5.104589,3.3e-05,-0.063108,0.063241,-0.070953,0.071146,-0.001257,0.001305,0.132671,-0.220435,0.598238,0.598265,2.047564,2.047531,0.132193,0.132214,-0.727152,0.6647262429200755,0.742526746381372,0.742526746381372,0.5730018879798615,0.5730805538074261,0.7314348646947766,0.7314348646947766,0.6095028319697923,0.172009,-0.521137,-0.52115,-0.155692,-0.15569,0.151768,0.151779,0.217514,0.38583,-0.607409,-0.607416,0.177404,0.177401,0.309835,0.309842,0.123459,0.217,-0.49776,-0.49776,-0.27687,-0.27687,0.15554,0.15554,-0.02233,1.99937,1.99933,1.99933,1.99934,1.99934,1.99881,1.99881,1.99902,3.75183,5.48357,5.48357,4.26403,4.26403,3.82736,3.82736,4.00913,0.0318,0.01486,0.01486,0.01351,0.01351,0.01828,0.01828,0.01418,5.783,7.49776,7.49776,6.27687,6.27687,5.84446,5.84446,6.02233,-48.3515,111.6715,111.6716,140.878,140.8773,55.4178,55.4173,60.4211,291.5163,141.8803,141.8849,48.2777,48.2787,121.8857,121.8879,172.7987,0.446451,-0.508538,-0.508548,0.241992,0.241991,0.067786,0.067797,0.195464,0.65834,-0.4816,-0.4816,-0.2472,-0.2472,0.0328,0.03279,-0.07366,1.99832,1.99932,1.99932,1.99931,1.99931,1.99881,1.99881,1.99903,3.32133,5.46875,5.46875,4.2341,4.23411,3.94844,3.94845,4.05903,0.02201,0.01353,0.01353,0.01378,0.01378,0.01995,0.01995,0.01561,5.34166,7.4816,7.4816,6.2472,6.2472,5.9672,5.96721,6.07366,272.58,263.39,251.81,251.71,251.56,246.34,243.53,243.48,227.59,227.23,0.0034,0.0013,0.0,0.2268,0.022,0.0057,0.0094,0.0019,0.0026,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,N,N,C,C,C,C,C
C(CP(c1ccccc1)c1ccccc1)CCP(c1ccccc1)c1ccccc1,58,0.0,1,2.4784,426.4767,3577.086,20779.5954,-1766.54274195,0.480908,0.509001,0.509945,0.41531,-1766.068803,-1766.040709,-1766.039765,-1766.1344,C28H28P2,1.0,-0.215,-0.0188,0.1169,0.0980999999999999,4.9441,3792.573,20945.6393,3.438639,-3.437248,4.856696,1.949344,3.41458,-1.928914,-4.77586,-3.488996,-1.084444,0.498045,0.080116,0.025906,-1.228279,-0.563574,-0.725743,1.653071,-0.882659,-1.296339,-1.143261,-1.153609,0.970546,-0.942447,-0.892913,0.153867,0.6658275645059786,0.6660635619886721,0.7007551919446192,0.6214600377595972,0.7127910635619886,0.6157174323473883,0.6857300188797986,0.7182976714915041,0.364454,0.352092,-0.083146,-0.457697,-0.083886,-0.458352,-0.079881,-0.081953,0.595461,0.618564,-0.117819,-0.127086,-0.183815,-0.132709,-0.159059,-0.163516,0.88616,0.8796,-0.35697,-0.76421,-0.35801,-0.76158,-0.35176,-0.36161,9.99853,9.99854,1.99895,1.99936,1.99893,1.99936,1.99893,1.99895,4.07432,4.08046,4.33628,4.75193,4.33483,4.74817,4.32921,4.33998,0.04098,0.0414,0.02173,0.01292,0.02424,0.01404,0.02362,0.02267,14.11384,14.1204,6.35697,6.76421,6.35801,6.76158,6.35176,6.36161,376.3042,375.7132,54.1437,156.5569,52.8271,155.4573,53.8284,58.7163,43.6617,33.0039,182.1487,16.3641,184.2148,45.1254,182.66,182.6543,0.513104,0.351756,-0.073863,-0.104057,-0.142636,-0.132767,-0.080879,-0.08345,1.27399,0.88297,-0.37922,-0.78975,-0.52952,-0.763,-0.35385,-0.36468,9.99752,9.99853,1.99892,1.99933,1.99883,1.99936,1.99893,1.99895,3.68074,4.07687,4.35741,4.77602,4.50522,4.74942,4.3313,4.34314,0.04775,0.04163,0.02289,0.01441,0.02547,0.01423,0.02362,0.02259,13.72601,14.11703,6.37922,6.78975,6.52952,6.763,6.35385,6.36468,269.86,269.2,252.27,250.0,248.68,248.53,247.53,243.78,241.17,241.02,0.0463,0.1197,0.0679,0.023,0.0748,0.007,0.0012,0.0003,0.0356,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P,P,C,C,C,C,C,C
